,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR SPRING 2016 - COLLEGE STATION,,,,,,,,,,,
COLLEGE:,DENTISTRY,,,,,,,,,,,,,
DEPARTMENT:,BIOMEDICAL SCIENCES,,,,,,,,,,,,,
,,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPR,I,S,U,Q,X,TOTAL,INSTRUCTOR
-----------------,-------,-------,------- -------,-------,,------- ----- -----,,-----,-----,-----,-----,,-------,-------------------
DEPARTMENT TOTAL:,58,21,5,0,0,84 3.631,0,0,0,0,0,84,
,69.05%,25.00%,5.95%,0.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR SPRING 2016 - COLLEGE STATION,,,,,,,,,,,
COLLEGE:,DENTISTRY,,,,,,,,,,,,,
DEPARTMENT:,DENTAL HYGIENE,,,,,,,,,,,,,
,,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPR,I,S,U,Q,X,TOTAL,INSTRUCTOR
-----------------,-------,-------,------- -------,-------,,------- ----- -----,,-----,-----,-----,-----,,-------,-------------------
DDHS-4240-500,22,2,1,0,0,25 3.840,0,0,0,0,0,25,VU M
,88.00%,8.00%,4.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,22,2,1,0,0,25 3.840,0,0,0,0,0,25,
,88.00%,8.00%,4.00%,0.00%,0.00%,,,,,,,,,
DDHS-4320-500,24,1,0,0,0,25 3.960,0,0,0,0,0,25,CAMPBELL P
,96.00%,4.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,24,1,0,0,0,25 3.960,0,0,0,0,0,25,
,96.00%,4.00%,0.00%,0.00%,0.00%,,,,,,,,,
DDHS-4710-500,15,7,3,0,0,25 3.480,0,0,0,0,0,25,DEWALD J
,60.00%,28.00%,12.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,15,7,3,0,0,25 3.480,0,0,0,0,0,25,
,60.00%,28.00%,12.00%,0.00%,0.00%,,,,,,,,,
DDHS-4810-500,7,13,4,1,0,25 3.040,0,0,0,0,0,25,GROGAN D
,28.00%,52.00%,16.00%,4.00%,0.00%,,,,,,,,,
COURSE TOTAL:,7,13,4,1,0,25 3.040,0,0,0,0,0,25,
,28.00%,52.00%,16.00%,4.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR SPRING 2016 - COLLEGE STATION,,,,,,,,,,,
COLLEGE:,DENTISTRY,,,,,,,,,,,,,
DEPARTMENT:,DENTAL HYGIENE,,,,,,,,,,,,,
,,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPR,I,S,U,Q,X,TOTAL,INSTRUCTOR
-----------------,-------,-------,------- -------,-------,,------- ----- -----,,-----,-----,-----,-----,,-------,-------------------
DEPARTMENT TOTAL:,68,23,8,1,0,100 3.580,0,0,0,0,0,100,
,68.00%,23.00%,8.00%,1.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR SPRING 2016 - COLLEGE STATION,,,,,,,,,,,
COLLEGE:,DENTISTRY,,,,,,,,,,,,,
DEPARTMENT:,DIAGNOSTIC SCIENCES,,,,,,,,,,,,,
,,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPR,I,S,U,Q,X,TOTAL,INSTRUCTOR
-----------------,-------,-------,------- -------,-------,,------- ----- -----,,-----,-----,-----,-----,,-------,-------------------
OMFP-5V21-600,8,9,0,0,0,17 3.471,0,0,0,0,0,17,KESSLER H
,47.06%,52.94%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,8,9,0,0,0,17 3.471,0,0,0,0,0,17,
,47.06%,52.94%,0.00%,0.00%,0.00%,,,,,,,,,
DEPARTMENT TOTAL:,8,9,0,0,0,17 3.471,0,0,0,0,0,17,
,47.06%,52.94%,0.00%,0.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR SPRING 2016 - COLLEGE STATION,,,,,,,,,,,
COLLEGE:,DENTISTRY,,,,,,,,,,,,,
DEPARTMENT:,GENERAL DENTISTRY,,,,,,,,,,,,,
,,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPR,I,S,U,Q,X,TOTAL,INSTRUCTOR
-----------------,-------,-------,------- -------,-------,,------- ----- -----,,-----,-----,-----,-----,,-------,-------------------
AEGD-5000-600,9,0,0,0,0,9 4.000,0,0,0,0,0,9,ZANDINEJAD A
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,9,0,0,0,0,9 4.000,0,0,0,0,0,9,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
AEGD-5205-600,11,0,0,0,0,11 4.000,0,0,0,0,0,11,ZANDINEJAD A
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,11,0,0,0,0,11 4.000,0,0,0,0,0,11,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
AEGD-5219-600,9,0,0,0,0,9 4.000,0,0,0,0,0,9,ZANDINEJAD A
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,9,0,0,0,0,9 4.000,0,0,0,0,0,9,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
AEGD-5220-600,9,0,0,0,0,9 4.000,0,0,0,0,0,9,ZANDINEJAD A
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,9,0,0,0,0,9 4.000,0,0,0,0,0,9,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
AEGD-5221-600,9,0,0,0,0,9 4.000,0,0,0,0,0,9,ZANDINEJAD A
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,9,0,0,0,0,9 4.000,0,0,0,0,0,9,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR SPRING 2016 - COLLEGE STATION,,,,,,,,,,,
COLLEGE:,DENTISTRY,,,,,,,,,,,,,
DEPARTMENT:,GENERAL DENTISTRY,,,,,,,,,,,,,
,,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPR,I,S,U,Q,X,TOTAL,INSTRUCTOR
-----------------,-------,-------,------- -------,-------,,------- ----- -----,,-----,-----,-----,-----,,-------,-------------------
DEPARTMENT TOTAL:,47,0,0,0,0,47 4.000,0,0,0,0,0,47,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR SPRING 2016 - COLLEGE STATION,,,,,,,,,,,
COLLEGE:,DENTISTRY,,,,,,,,,,,,,
DEPARTMENT:,ORAL & MAXILLOFACIAL SURGERY,,,,,,,,,,,,,
,,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPR,I,S,U,Q,X,TOTAL,INSTRUCTOR
-----------------,-------,-------,------- -------,-------,,------- ----- -----,,-----,-----,-----,-----,,-------,-------------------
OMSF-5000-600,8,0,0,0,0,8 4.000,0,0,0,0,0,8,REDDY L
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,8,0,0,0,0,8 4.000,0,0,0,0,0,8,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
OMSF-5221-600,20,0,0,0,0,20 4.000,0,0,0,0,0,20,SCHOW S
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,20,0,0,0,0,20 4.000,0,0,0,0,0,20,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
DEPARTMENT TOTAL:,28,0,0,0,0,28 4.000,0,0,0,0,0,28,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR SPRING 2016 - COLLEGE STATION,,,,,,,,,,,
COLLEGE:,DENTISTRY,,,,,,,,,,,,,
DEPARTMENT:,ORTHODONTICS,,,,,,,,,,,,,
,,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPR,I,S,U,Q,X,TOTAL,INSTRUCTOR
-----------------,-------,-------,------- -------,-------,,------- ----- -----,,-----,-----,-----,-----,,-------,-------------------
ORTH-5103-600,6,0,0,0,0,6 4.000,0,0,0,0,0,6,JULIEN K
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,6,0,0,0,0,6 4.000,0,0,0,0,0,6,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
ORTH-5107-600,6,0,0,0,0,6 4.000,0,0,0,0,0,6,CAI Z
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,6,0,0,0,0,6 4.000,0,0,0,0,0,6,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
ORTH-5109-600,6,0,0,0,0,6 4.000,0,0,0,0,0,6,TAYLOR R
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,6,0,0,0,0,6 4.000,0,0,0,0,0,6,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
ORTH-5110-600,6,0,0,0,0,6 4.000,0,0,0,0,0,6,TAYLOR R
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,6,0,0,0,0,6 4.000,0,0,0,0,0,6,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
ORTH-5111-600,6,0,0,0,0,6 4.000,0,0,0,0,0,6,TAYLOR R
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,6,0,0,0,0,6 4.000,0,0,0,0,0,6,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
ORTH-5115-600,6,0,0,0,0,6 4.000,0,0,0,0,0,6,TADLOCK L
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,6,0,0,0,0,6 4.000,0,0,0,0,0,6,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR SPRING 2016 - COLLEGE STATION,,,,,,,,,,,
COLLEGE:,DENTISTRY,,,,,,,,,,,,,
DEPARTMENT:,ORTHODONTICS,,,,,,,,,,,,,
,,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPR,I,S,U,Q,X,TOTAL,INSTRUCTOR
-----------------,-------,-------,------- -------,-------,,------- ----- -----,,-----,-----,-----,-----,,-------,-------------------
ORTH-5125-600,6,0,0,0,0,6 4.000,0,0,0,0,0,6,TADLOCK L
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,6,0,0,0,0,6 4.000,0,0,0,0,0,6,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
ORTH-5126-600,6,0,0,0,0,6 4.000,0,0,0,0,0,6,TADLOCK L
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,6,0,0,0,0,6 4.000,0,0,0,0,0,6,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
ORTH-5129-600,6,0,0,0,0,6 4.000,0,0,0,0,0,6,CAMPBELL P
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,6,0,0,0,0,6 4.000,0,0,0,0,0,6,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
ORTH-5143-600,6,0,0,0,0,6 4.000,0,0,0,0,0,6,BUSCHANG P
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,6,0,0,0,0,6 4.000,0,0,0,0,0,6,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
ORTH-5144-600,6,0,0,0,0,6 4.000,0,0,0,0,0,6,BUSCHANG P
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,6,0,0,0,0,6 4.000,0,0,0,0,0,6,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
ORTH-5148-600,6,0,0,0,0,6 4.000,0,0,0,0,0,6,BUSCHANG P
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,6,0,0,0,0,6 4.000,0,0,0,0,0,6,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR SPRING 2016 - COLLEGE STATION,,,,,,,,,,,
COLLEGE:,DENTISTRY,,,,,,,,,,,,,
DEPARTMENT:,ORTHODONTICS,,,,,,,,,,,,,
,,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPR,I,S,U,Q,X,TOTAL,INSTRUCTOR
-----------------,-------,-------,------- -------,-------,,------- ----- -----,,-----,-----,-----,-----,,-------,-------------------
ORTH-5200-600,0,5,0,0,0,5 3.000,0,0,0,0,0,5,TADLOCK L
,0.00%,100.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,0,5,0,0,0,5 3.000,0,0,0,0,0,5,
,0.00%,100.00%,0.00%,0.00%,0.00%,,,,,,,,,
ORTH-5230-600,6,0,0,0,0,6 4.000,0,0,0,0,0,6,BUSCHANG P
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,6,0,0,0,0,6 4.000,0,0,0,0,0,6,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
ORTH-5533-600,6,0,0,0,0,6 4.000,0,0,0,0,0,6,JULIEN K
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,6,0,0,0,0,6 4.000,0,0,0,0,0,6,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
ORTH-5534-600,6,0,0,0,0,6 4.000,0,0,0,0,0,6,JULIEN K
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,6,0,0,0,0,6 4.000,0,0,0,0,0,6,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
ORTH-5535-600,6,0,0,0,0,6 4.000,0,0,0,0,0,6,JULIEN K
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,6,0,0,0,0,6 4.000,0,0,0,0,0,6,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR SPRING 2016 - COLLEGE STATION,,,,,,,,,,,
COLLEGE:,DENTISTRY,,,,,,,,,,,,,
DEPARTMENT:,ORTHODONTICS,,,,,,,,,,,,,
,,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPR,I,S,U,Q,X,TOTAL,INSTRUCTOR
-----------------,-------,-------,------- -------,-------,,------- ----- -----,,-----,-----,-----,-----,,-------,-------------------
DEPARTMENT TOTAL:,96,5,0,0,0,101 3.950,0,0,0,0,0,101,
,95.05%,4.95%,0.00%,0.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR SPRING 2016 - COLLEGE STATION,,,,,,,,,,,
COLLEGE:,DENTISTRY,,,,,,,,,,,,,
DEPARTMENT:,PEDIATRIC DENTISTRY,,,,,,,,,,,,,
,,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPR,I,S,U,Q,X,TOTAL,INSTRUCTOR
-----------------,-------,-------,------- -------,-------,,------- ----- -----,,-----,-----,-----,-----,,-------,-------------------
PEDD-5V16-600,11,0,0,0,0,11 4.000,0,0,0,0,0,11,KERINS C
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,11,0,0,0,0,11 4.000,0,0,0,0,0,11,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
PEDD-5V26-600,11,0,0,0,0,11 4.000,0,0,0,0,0,11,KERINS C
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,11,0,0,0,0,11 4.000,0,0,0,0,0,11,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
DEPARTMENT TOTAL:,22,0,0,0,0,22 4.000,0,0,0,0,0,22,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR SPRING 2016 - COLLEGE STATION,,,,,,,,,,,
COLLEGE:,DENTISTRY,,,,,,,,,,,,,
DEPARTMENT:,PERIODONTICS,,,,,,,,,,,,,
,,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPR,I,S,U,Q,X,TOTAL,INSTRUCTOR
-----------------,-------,-------,------- -------,-------,,------- ----- -----,,-----,-----,-----,-----,,-------,-------------------
PERI-5140-600,2,7,0,0,0,9 3.222,0,0,0,0,0,9,KERNS D
,22.22%,77.78%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,2,7,0,0,0,9 3.222,0,0,0,0,0,9,
,22.22%,77.78%,0.00%,0.00%,0.00%,,,,,,,,,
PERI-5201-600,6,0,0,0,0,6 4.000,0,0,0,0,0,6,KERNS D
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,6,0,0,0,0,6 4.000,0,0,0,0,0,6,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
PERI-5434-600,9,0,0,0,0,9 4.000,0,0,0,0,0,9,KERNS D
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,9,0,0,0,0,9 4.000,0,0,0,0,0,9,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
PERI-5V98-600,9,0,0,0,0,9 4.000,0,0,0,0,0,9,RIVERA HIDALGO F
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,9,0,0,0,0,9 4.000,0,0,0,0,0,9,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR SPRING 2016 - COLLEGE STATION,,,,,,,,,,,
COLLEGE:,DENTISTRY,,,,,,,,,,,,,
DEPARTMENT:,PERIODONTICS,,,,,,,,,,,,,
,,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPR,I,S,U,Q,X,TOTAL,INSTRUCTOR
-----------------,-------,-------,------- -------,-------,,------- ----- -----,,-----,-----,-----,-----,,-------,-------------------
DEPARTMENT TOTAL:,26,7,0,0,0,33 3.788,0,0,0,0,0,33,
,78.79%,21.21%,0.00%,0.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR SPRING 2016 - COLLEGE STATION,,,,,,,,,,,
COLLEGE:,DENTISTRY,,,,,,,,,,,,,
DEPARTMENT:,RESTORATIVE SCIENCES,,,,,,,,,,,,,
,,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPR,I,S,U,Q,X,TOTAL,INSTRUCTOR
-----------------,-------,-------,------- -------,-------,,------- ----- -----,,-----,-----,-----,-----,,-------,-------------------
PROS-5020-600,9,0,0,0,0,9 4.000,0,0,0,0,0,9,NAGY W
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,9,0,0,0,0,9 4.000,0,0,0,0,0,9,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
PROS-5118-600,9,0,0,0,0,9 4.000,0,0,0,0,0,9,NAGY W
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,9,0,0,0,0,9 4.000,0,0,0,0,0,9,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
PROS-5136-600,6,0,0,0,0,6 4.000,0,0,0,0,0,6,NAGY W
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,6,0,0,0,0,6 4.000,0,0,0,0,0,6,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
DEPARTMENT TOTAL:,24,0,0,0,0,24 4.000,0,0,0,0,0,24,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COLLEGE TOTAL:,377,65,13,1,0,456 3.794,0,0,0,0,0,456,
,82.68%,14.25%,2.85%,0.22%,0.00%,,,,,,,,,
