NURS-314-501,15,4,0,0,0,19 3.790,0,0,0,0,0,19,STOUT AGUILAR J
,78.95%,21.05%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,48,17,0,0,0,65 3.738,0,0,0,0,0,65,
,73.85%,26.15%,0.00%,0.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR SPRING 2016 - COLLEGE STATION,,,,,,,,,,,
COLLEGE:,NURSING,,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF NURSING,,,,,,,,,,,,,
,,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPR,I,S,U,Q,X,TOTAL,INSTRUCTOR
-----------------,-------,-------,------- -------,-------,,------- ----- -----,,-----,-----,-----,-----,,-------,-------------------
NURS-315-500,34,38,0,0,0,72 3.472,0,0,0,0,0,72,SEABACK W
,47.22%,52.78%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,34,38,0,0,0,72 3.472,0,0,0,0,0,72,
,47.22%,52.78%,0.00%,0.00%,0.00%,,,,,,,,,
NURS-316-500,25,20,3,0,0,48 3.458,0,0,0,0,0,48,BRUCE R
,52.08%,41.67%,6.25%,0.00%,0.00%,,,,,,,,,
NURS-316-501,8,10,1,0,0,19 3.368,0,0,0,0,0,19,BRUCE R
,42.11%,52.63%,5.26%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,33,30,4,0,0,67 3.433,0,0,0,0,0,67,
,49.25%,44.78%,5.97%,0.00%,0.00%,,,,,,,,,
NURS-320-500,9,42,19,0,0,70 2.857,1,0,0,0,0,71,MUFICH M
,12.86%,60.00%,27.14%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,9,42,19,0,0,70 2.857,1,0,0,0,0,71,
,12.86%,60.00%,27.14%,0.00%,0.00%,,,,,,,,,
NURS-323-500,15,17,2,0,0,34 3.382,0,0,0,0,0,34,WHITE-COREY S
,44.12%,50.00%,5.88%,0.00%,0.00%,,,,,,,,,
NURS-323-501,13,5,0,0,0,18 3.722,0,0,0,0,0,18,WHITE-COREY S
,72.22%,27.78%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,28,22,2,0,0,52 3.500,0,0,0,0,0,52,
,53.85%,42.31%,3.85%,0.00%,0.00%,,,,,,,,,
NURS-411-500,31,5,0,0,0,36 3.861,0,0,0,0,0,36,PISHEK J
,86.11%,13.89%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,31,5,0,0,0,36 3.861,0,0,0,0,0,36,
,86.11%,13.89%,0.00%,0.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR SPRING 2016 - COLLEGE STATION,,,,,,,,,,,
COLLEGE:,NURSING,,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF NURSING,,,,,,,,,,,,,
,,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPR,I,S,U,Q,X,TOTAL,INSTRUCTOR
-----------------,-------,-------,------- -------,-------,,------- ----- -----,,-----,-----,-----,-----,,-------,-------------------
NURS-412-500,9,45,15,0,0,69 2.913,2,0,0,0,0,71,DECKER W
,13.04%,65.22%,21.74%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,9,45,15,0,0,69 2.913,2,0,0,0,0,71,
,13.04%,65.22%,21.74%,0.00%,0.00%,,,,,,,,,
NURS-413-500,6,18,1,0,0,25 3.200,0,0,0,0,0,25,PITTMAN A
,24.00%,72.00%,4.00%,0.00%,0.00%,,,,,,,,,
NURS-413-501,8,10,0,0,0,18 3.444,0,0,0,0,0,18,PITTMAN A
,44.44%,55.56%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,14,28,1,0,0,43 3.302,0,0,0,0,0,43,
,32.56%,65.12%,2.33%,0.00%,0.00%,,,,,,,,,
NURS-421-500,11,35,0,0,0,46 3.239,0,0,0,0,0,46,NEAL C
,23.91%,76.09%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,11,35,0,0,0,46 3.239,0,0,0,0,0,46,
,23.91%,76.09%,0.00%,0.00%,0.00%,,,,,,,,,
NURS-424-500,33,0,0,0,0,33 4.000,0,0,0,0,0,33,LANDRY K
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
NURS-424-501,17,0,0,0,0,17 4.000,0,0,0,0,0,17,LANDRY K
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,50,0,0,0,0,50 4.000,0,0,0,0,0,50,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
NURS-430-500,71,0,0,0,0,71 4.000,0,0,0,0,0,71,BURNS R
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
NURS-430-501,18,0,0,0,0,18 4.000,0,0,0,0,0,18,BURNS R
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR SPRING 2016 - COLLEGE STATION,,,,,,,,,,,
COLLEGE:,NURSING,,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF NURSING,,,,,,,,,,,,,
,,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPR,I,S,U,Q,X,TOTAL,INSTRUCTOR
-----------------,-------,-------,------- -------,-------,,------- ----- -----,,-----,-----,-----,-----,,-------,-------------------
COURSE TOTAL:,89,0,0,0,0,89 4.000,0,0,0,0,0,89,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
NURS-432-501,25,0,0,0,0,25 4.000,0,0,0,0,0,25,VAN S
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,25,0,0,0,0,25 4.000,0,0,0,0,0,25,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
NURS-457-500,8,0,0,0,0,8 4.000,0,0,0,0,0,8,UTTERBACK V
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,8,0,0,0,0,8 4.000,0,0,0,0,0,8,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
NURS-460-500,17,3,1,0,0,21 3.762,0,0,0,0,0,21,HOFFMAN M
,80.95%,14.29%,4.76%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,17,3,1,0,0,21 3.762,0,0,0,0,0,21,
,80.95%,14.29%,4.76%,0.00%,0.00%,,,,,,,,,
NURS-461-500,10,10,0,0,0,20 3.500,0,0,0,1,0,21,PISHEK J
,50.00%,50.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,10,10,0,0,0,20 3.500,0,0,0,1,0,21,
,50.00%,50.00%,0.00%,0.00%,0.00%,,,,,,,,,
NURS-463-500,7,4,0,0,0,11 3.636,0,0,0,0,0,11,HOFFMAN M
,63.64%,36.36%,0.00%,0.00%,0.00%,,,,,,,,,
NURS-463-501,9,4,0,0,0,13 3.692,0,0,0,0,0,13,HOFFMAN M
,69.23%,30.77%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,16,8,0,0,0,24 3.667,0,0,0,0,0,24,
,66.67%,33.33%,0.00%,0.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR SPRING 2016 - COLLEGE STATION,,,,,,,,,,,
COLLEGE:,NURSING,,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF NURSING,,,,,,,,,,,,,
,,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPR,I,S,U,Q,X,TOTAL,INSTRUCTOR
-----------------,-------,-------,------- -------,-------,,------- ----- -----,,-----,-----,-----,-----,,-------,-------------------
NURS-465-500,15,0,0,0,0,15 4.000,0,0,0,0,0,15,SEABACK W
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,15,0,0,0,0,15 4.000,0,0,0,0,0,15,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
NURS-466-500,12,4,0,0,0,16 3.750,0,0,0,0,0,16,REYNOLDS R
,75.00%,25.00%,0.00%,0.00%,0.00%,,,,,,,,,
NURS-466-501,16,2,0,0,0,18 3.889,0,0,0,0,0,18,REYNOLDS R
,88.89%,11.11%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,28,6,0,0,0,34 3.824,0,0,0,0,0,34,
,82.35%,17.65%,0.00%,0.00%,0.00%,,,,,,,,,
NURS-468-500,23,10,0,0,0,33 3.697,0,0,0,0,0,33,KOSAREK J
,69.70%,30.30%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,23,10,0,0,0,33 3.697,0,0,0,0,0,33,
,69.70%,30.30%,0.00%,0.00%,0.00%,,,,,,,,,
NURS-489-500,61,0,0,0,0,61 4.000,0,0,0,0,0,61,VAN S
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,61,0,0,0,0,61 4.000,0,0,0,0,0,61,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
NURS-504-500,7,1,0,0,0,8 3.875,1,0,0,0,0,9,MATTHEWS D
,87.50%,12.50%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,7,1,0,0,0,8 3.875,1,0,0,0,0,9,
,87.50%,12.50%,0.00%,0.00%,0.00%,,,,,,,,,
NURS-512-500,20,9,0,0,0,29 3.690,0,0,0,0,0,29,DOWNING N
,68.97%,31.03%,0.00%,0.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR SPRING 2016 - COLLEGE STATION,,,,,,,,,,,
COLLEGE:,NURSING,,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF NURSING,,,,,,,,,,,,,
,,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPR,I,S,U,Q,X,TOTAL,INSTRUCTOR
-----------------,-------,-------,------- -------,-------,,------- ----- -----,,-----,-----,-----,-----,,-------,-------------------
COURSE TOTAL:,20,9,0,0,0,29 3.690,0,0,0,0,0,29,
,68.97%,31.03%,0.00%,0.00%,0.00%,,,,,,,,,
NURS-520-500,19,4,0,0,0,23 3.826,0,0,0,0,0,23,WESTON C
,82.61%,17.39%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,19,4,0,0,0,23 3.826,0,0,0,0,0,23,
,82.61%,17.39%,0.00%,0.00%,0.00%,,,,,,,,,
NURS-521-500,37,0,0,0,0,37 4.000,0,0,0,0,0,37,HAZEL M
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,37,0,0,0,0,37 4.000,0,0,0,0,0,37,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
NURS-524-500,6,6,0,0,0,12 3.500,1,0,0,0,0,13,JONES-SCHUBART K
,50.00%,50.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,6,6,0,0,0,12 3.500,1,0,0,0,0,13,
,50.00%,50.00%,0.00%,0.00%,0.00%,,,,,,,,,
NURS-553-500,20,12,0,0,0,32 3.625,0,0,0,0,0,32,PULLIUM C
,62.50%,37.50%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,20,12,0,0,0,32 3.625,0,0,0,0,0,32,
,62.50%,37.50%,0.00%,0.00%,0.00%,,,,,,,,,
NURS-554-500,18,4,0,0,0,22 3.818,0,0,0,0,0,22,PAGE R
,81.82%,18.18%,0.00%,0.00%,0.00%,,,,,,,,,
NURS-554-501,19,1,0,0,0,20 3.950,0,0,0,0,0,20,MONTALVO-LIENDO N
,95.00%,5.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,37,5,0,0,0,42 3.881,0,0,0,0,0,42,
,88.10%,11.90%,0.00%,0.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR SPRING 2016 - COLLEGE STATION,,,,,,,,,,,
COLLEGE:,NURSING,,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF NURSING,,,,,,,,,,,,,
,,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPR,I,S,U,Q,X,TOTAL,INSTRUCTOR
-----------------,-------,-------,------- -------,-------,,------- ----- -----,,-----,-----,-----,-----,,-------,-------------------
DEPARTMENT TOTAL:,839,398,44,0,0,1281 3.621,,5,0,0,1,0,1287,
,65.50%,31.07%,3.43%,0.00%,0.00%,,,,,,,,,
COLLEGE TOTAL:,839,398,44,0,0,1281 3.621,,5,0,0,1,0,1287,
,65.50%,31.07%,3.43%,0.00%,0.00%,,,,,,,,,
