SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
VIBS-912-301,32,73,44,6,3,158,2.791,0,0,0,0,0,158,HERMAN C
,20.25%,46.20%,27.85%,3.80%,1.90%,,,,,,,,,
COURSE TOTAL:,32,73,44,6,3,158,2.791,0,0,0,0,0,158,
,20.25%,46.20%,27.85%,3.80%,1.90%,,,,,,,,,
VIBS-914-301,72,81,5,0,0,158,3.424,0,0,0,0,0,158,FRANK-CANNON T
,45.57%,51.27%,3.16%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,72,81,5,0,0,158,3.424,0,0,0,0,0,158,
,45.57%,51.27%,3.16%,0.00%,0.00%,,,,,,,,,
VIBS-948-300,20,0,0,0,0,20,4,0,0,0,0,0,20,YOUNG C
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,20,0,0,0,0,20,4,0,0,0,0,0,20,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
VIBS-988-300,13,0,0,0,0,13,4,0,0,0,0,0,13,BUDKE C
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
VIBS-988-301,138,1,0,0,0,139,3.992,0,0,0,0,0,139,BUDKE C
,99.28%,0.72%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,151,1,0,0,0,152,3.993,0,0,0,0,0,152,
,99.34%,0.66%,0.00%,0.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR FULL YR PROFESSIONAL 2021-2022,,,,,,,,,,,
,,,,,Professional Veterinary Medicine,,,,,,,,,
COLLEGE:,VETERINARY MED & BIOMEDICAL SC,,,,,,,,,,,,,
DEPARTMENT:,VET INTEGRATIVE BIOSCIENCES,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
DEPARTMENT TOTAL:,275,155,49,6,3,488,3.333,0,0,0,0,0,488,
,56.35%,31.76%,10.04%,1.23%,0.61%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR FULL YR PROFESSIONAL 2021-2022,,,,,,,,,,,
,,,,,Professional Veterinary Medicine,,,,,,,,,
COLLEGE:,VETERINARY MED & BIOMEDICAL SC,,,,,,,,,,,,,
DEPARTMENT:,VET LARGE ANIMAL CLINICAL SC,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
VLCS-910-301,62,89,7,0,0,158,3.348,0,0,0,0,0,158,MACKAY E
,39.24%,56.33%,4.43%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,62,89,7,0,0,158,3.348,0,0,0,0,0,158,
,39.24%,56.33%,4.43%,0.00%,0.00%,,,,,,,,,
VLCS-924-301,68,81,10,0,0,159,3.364,0,0,0,0,0,159,GILMOUR L
,42.77%,50.94%,6.29%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,68,81,10,0,0,159,3.364,0,0,0,0,0,159,
,42.77%,50.94%,6.29%,0.00%,0.00%,,,,,,,,,
VLCS-926-301,89,67,3,0,0,159,3.54,0,0,0,0,0,159,HARDY J
,55.97%,42.14%,1.89%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,89,67,3,0,0,159,3.54,0,0,0,0,0,159,
,55.97%,42.14%,1.89%,0.00%,0.00%,,,,,,,,,
VLCS-948-300,27,0,0,0,0,27,4,0,0,0,0,0,27,MAYS G
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
VLCS-948-302,80,0,0,0,0,80,4,0,0,0,0,0,80,SAMPSON S
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,107,0,0,0,0,107,4,0,0,0,0,0,107,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
VLCS-957-300,52,86,3,0,0,141,3.347,0,0,0,0,0,141,WASHBURN K
,36.88%,60.99%,2.13%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,52,86,3,0,0,141,3.347,0,0,0,0,0,141,
,36.88%,60.99%,2.13%,0.00%,0.00%,,,,,,,,,
VLCS-960-301,15,4,0,0,0,19,3.789,0,0,0,0,0,19,SAMPSON S
,78.95%,21.05%,0.00%,0.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR FULL YR PROFESSIONAL 2021-2022,,,,,,,,,,,
,,,,,Professional Veterinary Medicine,,,,,,,,,
COLLEGE:,VETERINARY MED & BIOMEDICAL SC,,,,,,,,,,,,,
DEPARTMENT:,VET LARGE ANIMAL CLINICAL SC,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
COURSE TOTAL:,15,4,0,0,0,19,3.789,0,0,0,0,0,19,
,78.95%,21.05%,0.00%,0.00%,0.00%,,,,,,,,,
VLCS-961-301,38,4,0,0,0,42,3.904,0,0,0,0,0,42,NAGY D
,90.48%,9.52%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,38,4,0,0,0,42,3.904,0,0,0,0,0,42,
,90.48%,9.52%,0.00%,0.00%,0.00%,,,,,,,,,
VLCS-988-303,35,0,0,0,0,35,4,0,0,0,0,1,36,GRIFFIN C
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,35,0,0,0,0,35,4,0,0,0,0,1,36,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
DEPARTMENT TOTAL:,466,331,23,0,0,820,3.493,0,0,0,0,1,821,
,56.83%,40.37%,2.80%,0.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR FULL YR PROFESSIONAL 2021-2022,,,,,,,,,,,
,,,,,Professional Veterinary Medicine,,,,,,,,,
COLLEGE:,VETERINARY MED & BIOMEDICAL SC,,,,,,,,,,,,,
DEPARTMENT:,VET PHYSIOLOGY & PHARMACOLOGY,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
VTPP-912-301,61,68,27,1,1,158,3.183,0,0,0,0,0,158,WASHBURN S
,38.61%,43.04%,17.09%,0.63%,0.63%,,,,,,,,,
COURSE TOTAL:,61,68,27,1,1,158,3.183,0,0,0,0,0,158,
,38.61%,43.04%,17.09%,0.63%,0.63%,,,,,,,,,
VTPP-948-309,75,0,0,0,0,75,4,0,0,0,0,0,75,BLUE MCLENDON A
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,75,0,0,0,0,75,4,0,0,0,0,0,75,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
DEPARTMENT TOTAL:,136,68,27,1,1,233,3.254,0,0,0,0,0,233,
,58.37%,29.18%,11.59%,0.43%,0.43%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR FULL YR PROFESSIONAL 2021-2022,,,,,,,,,,,
,,,,,Professional Veterinary Medicine,,,,,,,,,
COLLEGE:,VETERINARY MED & BIOMEDICAL SC,,,,,,,,,,,,,
DEPARTMENT:,VET SMALL ANIMAL CLINICAL SC,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
VSCS-930-301,98,60,1,0,0,159,3.61,0,0,0,0,0,159,LORIA LEPIZ M
,61.64%,37.74%,0.63%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,98,60,1,0,0,159,3.61,0,0,0,0,0,159,
,61.64%,37.74%,0.63%,0.00%,0.00%,,,,,,,,,
VSCS-932-301,103,48,8,0,0,159,3.597,0,0,0,0,0,159,MANKIN K
,64.78%,30.19%,5.03%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,103,48,8,0,0,159,3.597,0,0,0,0,0,159,
,64.78%,30.19%,5.03%,0.00%,0.00%,,,,,,,,,
VSCS-948-300,94,1,0,0,0,95,3.989,0,0,0,0,0,95,TAYCE J
,98.95%,1.05%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,94,1,0,0,0,95,3.989,0,0,0,0,0,95,
,98.95%,1.05%,0.00%,0.00%,0.00%,,,,,,,,,
VSCS-957-300,39,70,32,0,0,141,3.049,0,0,0,0,0,141,ECKMAN S
,27.66%,49.65%,22.70%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,39,70,32,0,0,141,3.049,0,0,0,0,0,141,
,27.66%,49.65%,22.70%,0.00%,0.00%,,,,,,,,,
VSCS-960-301,30,46,4,0,0,80,3.325,0,0,0,0,0,80,PATTERSON A
,37.50%,57.50%,5.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,30,46,4,0,0,80,3.325,0,0,0,0,0,80,
,37.50%,57.50%,5.00%,0.00%,0.00%,,,,,,,,,
VSCS-988-303,36,52,0,0,0,88,3.409,0,0,0,0,0,88,SAUNDERS A
,40.91%,59.09%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,36,52,0,0,0,88,3.409,0,0,0,0,0,88,
,40.91%,59.09%,0.00%,0.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR FULL YR PROFESSIONAL 2021-2022,,,,,,,,,,,
,,,,,Professional Veterinary Medicine,,,,,,,,,
COLLEGE:,VETERINARY MED & BIOMEDICAL SC,,,,,,,,,,,,,
DEPARTMENT:,VET SMALL ANIMAL CLINICAL SC,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
DEPARTMENT TOTAL:,400,277,45,0,0,722,3.392,0,0,0,0,0,722,
,55.40%,38.37%,6.23%,0.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR FULL YR PROFESSIONAL 2021-2022,,,,,,,,,,,
,,,,,Professional Veterinary Medicine,,,,,,,,,
COLLEGE:,VETERINARY MED & BIOMEDICAL SC,,,,,,,,,,,,,
DEPARTMENT:,VETERINARY PATHOBIOLOGY,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
VTPB-922-301,56,74,26,2,0,158,3.164,0,0,0,0,0,158,PORTER B
,35.44%,46.84%,16.46%,1.27%,0.00%,,,,,,,,,
COURSE TOTAL:,56,74,26,2,0,158,3.164,0,0,0,0,0,158,
,35.44%,46.84%,16.46%,1.27%,0.00%,,,,,,,,,
VTPB-925-301,88,55,14,1,0,158,3.455,0,0,0,0,0,158,MUSSER J
,55.70%,34.81%,8.86%,0.63%,0.00%,,,,,,,,,
COURSE TOTAL:,88,55,14,1,0,158,3.455,0,0,0,0,0,158,
,55.70%,34.81%,8.86%,0.63%,0.00%,,,,,,,,,
VTPB-932-301,129,30,0,0,0,159,3.811,0,0,0,0,0,159,JOHNSON M
,81.13%,18.87%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,129,30,0,0,0,159,3.811,0,0,0,0,0,159,
,81.13%,18.87%,0.00%,0.00%,0.00%,,,,,,,,,
VTPB-948-309,21,0,0,0,0,21,4,0,0,0,0,0,21,VEMULAPALLI T
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,21,0,0,0,0,21,4,0,0,0,0,0,21,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
VTPB-988-300,6,0,0,0,0,6,4,0,0,0,0,0,6,VEMULAPALLI T
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
VTPB-988-301,18,0,0,0,0,18,4,0,0,0,0,0,18,COOK W
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,24,0,0,0,0,24,4,0,0,0,0,0,24,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR FULL YR PROFESSIONAL 2021-2022,,,,,,,,,,,
,,,,,Professional Veterinary Medicine,,,,,,,,,
COLLEGE:,VETERINARY MED & BIOMEDICAL SC,,,,,,,,,,,,,
DEPARTMENT:,VETERINARY PATHOBIOLOGY,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
DEPARTMENT TOTAL:,318,159,40,3,0,520,3.525,0,0,0,0,0,520,
,61.15%,30.58%,7.69%,0.58%,0.00%,,,,,,,,,
COLLEGE TOTAL:,1852,1160,199,10,4,3225,3.439,0,0,0,0,1,3226,
,57.43%,35.97%,6.17%,0.31%,0.12%,,,,,,,,,
