------------,-----,-----,-----,-----,------,-----,---,---,---,---,------,------------
COURSE TOTAL:,19,110,1,1,131,3.106,0,0,0,0,131,
,14.50%,83.97%,0.76%,0.76%,,,,,,,,
MEID-607-300,20,110,0,1,131,3.129,0,0,0,0,131,CHEN W
,15.27%,83.97%,0.00%,0.76%,,,,,,,,
COURSE TOTAL:,20,110,0,1,131,3.129,0,0,0,0,131,
,15.27%,83.97%,0.00%,0.76%,,,,,,,,
MEID-619-30B,19,112,0,0,131,3.145,0,0,0,0,131,WATSON P
,14.50%,85.50%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,19,112,0,0,131,3.145,0,0,0,0,131,
,14.50%,85.50%,0.00%,0.00%,,,,,,,,
MEID-701-300,17,63,0,0,80,3.212,0,0,0,0,80,CANNADAY R
,21.25%,78.75%,0.00%,0.00%,,,,,,,,
MEID-701-301,5,42,0,0,47,3.106,0,0,0,0,47,CANNADAY R
,10.64%,89.36%,0.00%,0.00%,,,,,,,,
MEID-701-303,1,28,0,0,29,3.034,0,0,0,0,29,CANNADAY R
,3.45%,96.55%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,23,133,0,0,156,3.147,0,0,0,0,156,
,14.74%,85.26%,0.00%,0.00%,,,,,,,,
MEID-704-300,18,60,2,0,80,3.176,0,0,0,0,80,JONES K
,22.50%,75.00%,2.50%,0.00%,,,,,,,,
MEID-704-301,3,43,1,0,47,3.021,0,0,0,0,47,JONES K
,6.38%,91.49%,2.13%,0.00%,,,,,,,,
MEID-704-303,3,25,1,0,29,3.034,0,0,0,0,29,JONES K
,10.34%,86.21%,3.45%,0.00%,,,,,,,,
,,,,TEXAS A&M UNIVERSITY,,,,,,,,
,,GRADE DISTRIBUTION REPORT FOR FALL 2018,,,,,,,,,,
,,,Professional Medicine,,,,,,,,,
COLLEGE:,MEDICINE,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF MEDICINE,,,,,,,,,,,
,,,,,TOTAL,,,,,,,
SECTION,H,P,F/P,F,H - F,GPA,I,S,U,X,TOTAL,INSTRUCTOR
------------,-----,-----,-----,-----,------,-----,---,---,---,---,------,------------
COURSE TOTAL:,24,128,4,0,156,3.102,0,0,0,0,156,
,15.38%,82.05%,2.56%,0.00%,,,,,,,,
MEID-706-300,19,61,0,0,80,3.237,0,0,0,0,80,GLASER S
,23.75%,76.25%,0.00%,0.00%,,,,,,,,
MEID-706-301,3,44,0,0,47,3.063,0,0,0,0,47,GLASER S
,6.38%,93.62%,0.00%,0.00%,,,,,,,,
MEID-706-303,2,27,0,0,29,3.068,0,0,0,0,29,GLASER S
,6.90%,93.10%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,24,132,0,0,156,3.153,0,0,0,0,156,
,15.38%,84.62%,0.00%,0.00%,,,,,,,,
MEID-707-300,16,61,3,0,80,3.125,0,0,0,0,80,BRANDT P
,20.00%,76.25%,3.75%,0.00%,,,,,,,,
MEID-707-301,5,40,2,0,47,3.021,0,0,0,0,47,BRANDT P
,10.64%,85.11%,4.26%,0.00%,,,,,,,,
MEID-707-303,2,26,1,0,29,3,0,0,0,0,29,BRANDT P
,6.90%,89.66%,3.45%,0.00%,,,,,,,,
COURSE TOTAL:,23,127,6,0,156,3.07,0,0,0,0,156,
,14.74%,81.41%,3.85%,0.00%,,,,,,,,
MEID-708-300,14,66,0,0,80,3.175,0,0,0,0,80,MEININGER C
,17.50%,82.50%,0.00%,0.00%,,,,,,,,
MEID-708-301,8,39,0,0,47,3.17,0,0,0,0,47,MEININGER C
,17.02%,82.98%,0.00%,0.00%,,,,,,,,
MEID-708-303,2,27,0,0,29,3.068,0,0,0,0,29,MEININGER C
,6.90%,93.10%,0.00%,0.00%,,,,,,,,
,,,,TEXAS A&M UNIVERSITY,,,,,,,,
,,GRADE DISTRIBUTION REPORT FOR FALL 2018,,,,,,,,,,
,,,Professional Medicine,,,,,,,,,
COLLEGE:,MEDICINE,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF MEDICINE,,,,,,,,,,,
,,,,,TOTAL,,,,,,,
SECTION,H,P,F/P,F,H - F,GPA,I,S,U,X,TOTAL,INSTRUCTOR
------------,-----,-----,-----,-----,------,-----,---,---,---,---,------,------------
COURSE TOTAL:,24,132,0,0,156,3.153,0,0,0,0,156,
,15.38%,84.62%,0.00%,0.00%,,,,,,,,
MEID-710-30B,6,72,0,0,78,3.076,2,0,0,0,80,BORCHARDT C
,7.69%,92.31%,0.00%,0.00%,,,,,,,,
MEID-710-30D,4,43,0,0,47,3.085,0,0,0,0,47,BORCHARDT C
,8.51%,91.49%,0.00%,0.00%,,,,,,,,
MEID-710-30T,6,23,0,0,29,3.206,0,0,0,0,29,BORCHARDT C
,20.69%,79.31%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,16,138,0,0,154,3.103,2,0,0,0,156,
,10.39%,89.61%,0.00%,0.00%,,,,,,,,
MEID-711-300,80,0,0,0,80,4,0,0,0,0,80,MASICA A
,100,0.00%,0.00%,0.00%,,,,,,,,
MEID-711-301,46,1,0,0,47,3.978,0,0,0,0,47,MASICA A
,97.87%,2.13%,0.00%,0.00%,,,,,,,,
MEID-711-303,29,0,0,0,29,4,0,0,0,0,29,MASICA A
,100,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,155,1,0,0,156,3.993,0,0,0,0,156,
,99.36%,0.64%,0.00%,0.00%,,,,,,,,
MFCM-800-35D,2,5,0,0,7,3.285,0,0,0,0,7,VIA R
,28.57%,71.43%,0.00%,0.00%,,,,,,,,
MFCM-800-35T,2,6,0,0,8,3.25,0,0,0,0,8,VIA R
,25.00%,75.00%,0.00%,0.00%,,,,,,,,
MFCM-800-36H,1,4,0,0,5,3.2,0,0,0,0,5,VIA R
,20.00%,80.00%,0.00%,0.00%,,,,,,,,
MFCM-800-36T,1,6,0,0,7,3.142,1,0,0,0,8,VIA R
,14.29%,85.71%,0.00%,0.00%,,,,,,,,
,,,,TEXAS A&M UNIVERSITY,,,,,,,,
,,GRADE DISTRIBUTION REPORT FOR FALL 2018,,,,,,,,,,
,,,Professional Medicine,,,,,,,,,
COLLEGE:,MEDICINE,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF MEDICINE,,,,,,,,,,,
,,,,,TOTAL,,,,,,,
SECTION,H,P,F/P,F,H - F,GPA,I,S,U,X,TOTAL,INSTRUCTOR
------------,-----,-----,-----,-----,------,-----,---,---,---,---,------,------------
MFCM-800-37D,3,3,0,0,6,3.5,0,0,0,0,6,VIA R
,50.00%,50.00%,0.00%,0.00%,,,,,,,,
MFCM-800-37T,1,5,0,0,6,3.166,0,0,0,0,6,VIA R
,16.67%,83.33%,0.00%,0.00%,,,,,,,,
MFCM-800-38D,0,5,0,0,5,3,0,0,0,0,5,VIA R
,0.00%,100,0.00%,0.00%,,,,,,,,
MFCM-800-38T,0,7,0,0,7,3,0,0,0,0,7,VIA R
,0.00%,100,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,10,41,0,0,51,3.196,1,0,0,0,52,
,19.61%,80.39%,0.00%,0.00%,,,,,,,,
MPED-800-35D,2,3,0,0,5,3.4,0,0,0,0,5,PARR J
,40.00%,60.00%,0.00%,0.00%,,,,,,,,
MPED-800-35H,0,5,0,0,5,3,0,0,0,0,5,PARR J
,0.00%,100,0.00%,0.00%,,,,,,,,
MPED-800-35T,2,5,0,0,7,3.285,1,0,0,0,8,PARR J
,28.57%,71.43%,0.00%,0.00%,,,,,,,,
MPED-800-36D,2,3,0,0,5,3.4,1,0,0,0,6,PARR J
,40.00%,60.00%,0.00%,0.00%,,,,,,,,
MPED-800-36T,3,5,0,0,8,3.375,0,0,0,0,8,PARR J
,37.50%,62.50%,0.00%,0.00%,,,,,,,,
MPED-800-37D,3,3,0,0,6,3.5,0,0,0,0,6,PARR J
,50.00%,50.00%,0.00%,0.00%,,,,,,,,
MPED-800-37T,1,4,0,0,5,3.2,1,0,0,0,6,PARR J
,20.00%,80.00%,0.00%,0.00%,,,,,,,,
MPED-800-38D,1,6,0,0,7,3.142,0,0,0,0,7,PARR J
,14.29%,85.71%,0.00%,0.00%,,,,,,,,
,,,,TEXAS A&M UNIVERSITY,,,,,,,,
,,GRADE DISTRIBUTION REPORT FOR FALL 2018,,,,,,,,,,
,,,Professional Medicine,,,,,,,,,
COLLEGE:,MEDICINE,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF MEDICINE,,,,,,,,,,,
,,,,,TOTAL,,,,,,,
SECTION,H,P,F/P,F,H - F,GPA,I,S,U,X,TOTAL,INSTRUCTOR
------------,-----,-----,-----,-----,------,-----,---,---,---,---,------,------------
MPED-800-38T,2,6,0,0,8,3.25,0,0,0,0,8,PARR J
,25.00%,75.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,16,40,0,0,56,3.285,3,0,0,0,59,
,28.57%,71.43%,0.00%,0.00%,,,,,,,,
MPSY-800-35D,1,4,0,0,5,3.2,0,0,0,0,5,MCLAUGHLIN D
,20.00%,80.00%,0.00%,0.00%,,,,,,,,
MPSY-800-35T,3,5,0,0,8,3.375,0,0,0,0,8,MCLAUGHLIN D
,37.50%,62.50%,0.00%,0.00%,,,,,,,,
MPSY-800-36D,2,4,0,0,6,3.333,0,0,0,0,6,MCLAUGHLIN D
,33.33%,66.67%,0.00%,0.00%,,,,,,,,
MPSY-800-36T,1,7,0,0,8,3.125,0,0,0,0,8,MCLAUGHLIN D
,12.50%,87.50%,0.00%,0.00%,,,,,,,,
MPSY-800-37T,1,5,0,0,6,3.166,1,0,0,0,7,MCLAUGHLIN D
,16.67%,83.33%,0.00%,0.00%,,,,,,,,
MPSY-800-38D,0,6,0,0,6,3,0,0,0,0,6,MCLAUGHLIN D
,0.00%,100,0.00%,0.00%,,,,,,,,
MPSY-800-38T,2,3,0,0,5,3.4,0,0,0,0,5,MCLAUGHLIN D
,40.00%,60.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,10,34,0,0,44,3.227,1,0,0,0,45,
,22.73%,77.27%,0.00%,0.00%,,,,,,,,
MRAD-800-30D,16,37,0,0,53,3.301,0,0,0,0,53,PHILIP J
,30.19%,69.81%,0.00%,0.00%,,,,,,,,
MRAD-800-30H,13,16,0,0,29,3.448,4,0,0,0,33,PHILIP J
,44.83%,55.17%,0.00%,0.00%,,,,,,,,
MRAD-800-30R,7,11,0,0,18,3.388,4,0,0,0,22,PHILIP J
,38.89%,61.11%,0.00%,0.00%,,,,,,,,
,,,,TEXAS A&M UNIVERSITY,,,,,,,,
,,GRADE DISTRIBUTION REPORT FOR FALL 2018,,,,,,,,,,
,,,Professional Medicine,,,,,,,,,
COLLEGE:,MEDICINE,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF MEDICINE,,,,,,,,,,,
,,,,,TOTAL,,,,,,,
SECTION,H,P,F/P,F,H - F,GPA,I,S,U,X,TOTAL,INSTRUCTOR
------------,-----,-----,-----,-----,------,-----,---,---,---,---,------,------------
MRAD-800-30T,19,24,0,0,43,3.441,1,0,0,0,44,PHILIP J
,44.19%,55.81%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,55,88,0,0,143,3.384,9,0,0,0,152,
,38.46%,61.54%,0.00%,0.00%,,,,,,,,
OBGY-800-35D,1,4,0,0,5,3.2,1,0,0,0,6,BROWNING A
,20.00%,80.00%,0.00%,0.00%,,,,,,,,
OBGY-800-35T,2,6,0,0,8,3.25,1,0,0,0,9,BROWNING A
,25.00%,75.00%,0.00%,0.00%,,,,,,,,
OBGY-800-36D,2,3,0,0,5,3.4,0,0,0,0,5,BROWNING A
,40.00%,60.00%,0.00%,0.00%,,,,,,,,
OBGY-800-36T,1,5,0,0,6,3.166,0,0,0,0,6,BROWNING A
,16.67%,83.33%,0.00%,0.00%,,,,,,,,
OBGY-800-37D,0,6,0,0,6,3,0,0,0,0,6,BROWNING A
,0.00%,100,0.00%,0.00%,,,,,,,,
OBGY-800-37H,1,4,0,0,5,3.2,0,0,0,0,5,BROWNING A
,20.00%,80.00%,0.00%,0.00%,,,,,,,,
OBGY-800-37T,5,3,0,0,8,3.625,0,0,0,0,8,BROWNING A
,62.50%,37.50%,0.00%,0.00%,,,,,,,,
OBGY-800-38D,1,5,0,0,6,3.166,0,0,0,0,6,BROWNING A
,16.67%,83.33%,0.00%,0.00%,,,,,,,,
OBGY-800-38T,1,5,0,0,6,3.166,0,0,0,0,6,BROWNING A
,16.67%,83.33%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,14,41,0,0,55,3.254,2,0,0,0,57,
,25.45%,74.55%,0.00%,0.00%,,,,,,,,
SURG-800-33D,4,8,0,0,12,3.333,0,0,0,0,12,LITTLE D
,33.33%,66.67%,0.00%,0.00%,,,,,,,,
,,,,TEXAS A&M UNIVERSITY,,,,,,,,
,,GRADE DISTRIBUTION REPORT FOR FALL 2018,,,,,,,,,,
,,,Professional Medicine,,,,,,,,,
COLLEGE:,MEDICINE,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF MEDICINE,,,,,,,,,,,
,,,,,TOTAL,,,,,,,
SECTION,H,P,F/P,F,H - F,GPA,I,S,U,X,TOTAL,INSTRUCTOR
------------,-----,-----,-----,-----,------,-----,---,---,---,---,------,------------
SURG-800-33H,2,7,0,0,9,3.222,1,0,0,0,10,LITTLE D
,22.22%,77.78%,0.00%,0.00%,,,,,,,,
SURG-800-33R,2,5,0,0,7,3.285,0,0,0,0,7,LITTLE D
,28.57%,71.43%,0.00%,0.00%,,,,,,,,
SURG-800-33T,7,6,0,0,13,3.538,1,0,0,0,14,LITTLE D
,53.85%,46.15%,0.00%,0.00%,,,,,,,,
SURG-800-34D,5,8,0,0,13,3.384,0,0,0,0,13,LITTLE D
,38.46%,61.54%,0.00%,0.00%,,,,,,,,
SURG-800-34H,3,4,0,0,7,3.428,1,0,0,0,8,LITTLE D
,42.86%,57.14%,0.00%,0.00%,,,,,,,,
SURG-800-34R,4,1,0,0,5,3.8,1,0,0,0,6,LITTLE D
,80.00%,20.00%,0.00%,0.00%,,,,,,,,
SURG-800-34T,5,10,0,0,15,3.333,0,0,0,0,15,LITTLE D
,33.33%,66.67%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,32,49,0,0,81,3.395,4,0,0,0,85,
,39.51%,60.49%,0.00%,0.00%,,,,,,,,
,,,,TEXAS A&M UNIVERSITY,,,,,,,,
,,GRADE DISTRIBUTION REPORT FOR FALL 2018,,,,,,,,,,
,,,Professional Medicine,,,,,,,,,
COLLEGE:,MEDICINE,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF MEDICINE,,,,,,,,,,,
,,,,,TOTAL,,,,,,,
SECTION,H,P,F/P,F,H - F,GPA,I,S,U,X,TOTAL,INSTRUCTOR
------------,-----,-----,-----,-----,------,-----,---,---,---,---,------,------------
DEPARTMENT TOTAL:,497,1621,11,13,2142,3.163,26,0,0,1,2169,
,23.20%,75.68%,0.51%,0.61%,,,,,,,,
COLLEGE TOTAL:,497,1621,11,13,2142,3.163,26,0,0,1,2169,
,23.20%,75.68%,0.51%,0.61%,,,,,,,,
