,41.67%,50.00%,8.33%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,29,63,10,1,1,104,3.134,1,0,0,0,105,
,27.88%,60.58%,9.62%,0.96%,0.96%,,,,,,,,
PHAR-657-300,9,40,17,1,1,68,2.808,0,0,0,0,68,HOLDER E
,13.24%,58.82%,25.00%,1.47%,1.47%,,,,,,,,
PHAR-657-301,14,19,3,1,0,37,3.243,0,0,0,0,37,HOLDER E
,37.84%,51.35%,8.11%,2.70%,0.00%,,,,,,,,
COURSE TOTAL:,23,59,20,2,1,105,2.961,0,0,0,0,105,
,21.90%,56.19%,19.05%,1.90%,0.95%,,,,,,,,
PHAR-658-300,9,36,22,0,1,68,2.764,0,0,0,0,68,HERNANDEZ J
,13.24%,52.94%,32.35%,0.00%,1.47%,,,,,,,,
PHAR-658-301,13,17,7,0,0,37,3.162,0,0,0,0,37,HERNANDEZ J
,35.14%,45.95%,18.92%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,22,53,29,0,1,105,2.904,0,0,0,0,105,
,20.95%,50.48%,27.62%,0.00%,0.95%,,,,,,,,
PHAR-673-300,20,39,8,0,1,68,3.132,0,0,0,0,68,HAY H
,29.41%,57.35%,11.76%,0.00%,1.47%,,,,,,,,
PHAR-673-301,18,16,3,0,0,37,3.405,0,0,0,0,37,HAY H
,48.65%,43.24%,8.11%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,38,55,11,0,1,105,3.228,0,0,0,0,105,
,36.19%,52.38%,10.48%,0.00%,0.95%,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2019,,,,,,,,,
,,,,,Professional Pharmacy,,,,,,,,
COLLEGE:,PHARMACY,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF PHARMACY,,,,,TOTAL,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- -----,,,------- -------------------,
PHAR-701-300,70,3,1,0,0,74,3.932,0,0,0,0,74,PETERSON S
,94.59%,4.05%,1.35%,0.00%,0.00%,,,,,,,,
PHAR-701-301,38,4,0,0,0,42,3.904,0,0,0,0,42,PETERSON S
,90.48%,9.52%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,108,7,1,0,0,116,3.922,0,0,0,0,116,
,93.10%,6.03%,0.86%,0.00%,0.00%,,,,,,,,
PHAR-705-300,35,0,0,0,0,35,4,2,0,0,1,38,ABU BAKER A
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-705-301,21,0,0,0,0,21,4,0,0,0,0,21,ABU BAKER A
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,56,0,0,0,0,56,4,2,0,0,1,59,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-706-300,33,0,0,0,1,34,3.882,1,0,0,1,36,ABU BAKER A
,97.06%,0.00%,0.00%,0.00%,2.94%,,,,,,,,
PHAR-706-301,19,0,0,0,1,20,3.8,1,0,0,0,21,ABU BAKER A
,95.00%,0.00%,0.00%,0.00%,5.00%,,,,,,,,
COURSE TOTAL:,52,0,0,0,2,54,3.851,2,0,0,1,57,
,96.30%,0.00%,0.00%,0.00%,3.70%,,,,,,,,
PHAR-712-300,7,41,24,2,0,74,2.716,0,0,0,0,74,BUSTAMANTE J
,9.46%,55.41%,32.43%,2.70%,0.00%,,,,,,,,
PHAR-712-301,9,20,13,0,0,42,2.904,0,0,0,0,42,BUSTAMANTE J
,21.43%,47.62%,30.95%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,16,61,37,2,0,116,2.784,0,0,0,0,116,
,13.79%,52.59%,31.90%,1.72%,0.00%,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2019,,,,,,,,,
,,,,,Professional Pharmacy,,,,,,,,
COLLEGE:,PHARMACY,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF PHARMACY,,,,,TOTAL,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- -----,,,------- -------------------,
PHAR-713-300,13,45,16,0,0,74,2.959,0,0,0,0,74,CHOUDHURY M
,17.57%,60.81%,21.62%,0.00%,0.00%,,,,,,,,
PHAR-713-301,12,14,16,0,0,42,2.904,0,0,0,0,42,CHOUDHURY M
,28.57%,33.33%,38.10%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,25,59,32,0,0,116,2.939,0,0,0,0,116,
,21.55%,50.86%,27.59%,0.00%,0.00%,,,,,,,,
PHAR-715-300,73,1,0,0,0,74,3.986,0,0,0,0,74,PATEL P
,98.65%,1.35%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-715-301,42,0,0,0,0,42,4,0,0,0,0,42,PATEL P
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,115,1,0,0,0,116,3.991,0,0,0,0,116,
,99.14%,0.86%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-720-300,5,0,1,0,0,6,3.666,0,0,0,0,6,FARRIS C
,83.33%,0.00%,16.67%,0.00%,0.00%,,,,,,,,
PHAR-720-301,9,0,0,0,0,9,4,0,0,0,0,9,FARRIS C
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,14,0,1,0,0,15,3.866,0,0,0,0,15,
,93.33%,0.00%,6.67%,0.00%,0.00%,,,,,,,,
PHAR-726-300,16,42,11,5,0,74,2.932,0,0,0,0,74,DANIELS L
,21.62%,56.76%,14.86%,6.76%,0.00%,,,,,,,,
PHAR-726-301,16,15,11,0,0,42,3.119,0,0,0,0,42,DANIELS L
,38.10%,35.71%,26.19%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,32,57,22,5,0,116,3,0,0,0,0,116,
,27.59%,49.14%,18.97%,4.31%,0.00%,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2019,,,,,,,,,
,,,,,Professional Pharmacy,,,,,,,,
COLLEGE:,PHARMACY,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF PHARMACY,,,,,TOTAL,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- -----,,,------- -------------------,
PHAR-734-300,4,1,0,0,0,5,3.8,0,0,0,0,5,ALYISMAIL H
,80.00%,20.00%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,4,1,0,0,0,5,3.8,0,0,0,0,5,
,80.00%,20.00%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-745-300,8,7,1,0,0,16,3.437,0,0,0,0,16,DANIELS L
,50.00%,43.75%,6.25%,0.00%,0.00%,,,,,,,,
PHAR-745-301,11,3,0,0,0,14,3.785,0,0,0,0,14,DANIELS L
,78.57%,21.43%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,19,10,1,0,0,30,3.6,0,0,0,0,30,
,63.33%,33.33%,3.33%,0.00%,0.00%,,,,,,,,
PHAR-757-300,34,37,3,0,0,74,3.418,0,0,0,0,74,HERNANDEZ J
,45.95%,50.00%,4.05%,0.00%,0.00%,,,,,,,,
PHAR-757-301,23,19,0,0,0,42,3.547,0,0,0,0,42,HERNANDEZ J
,54.76%,45.24%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,57,56,3,0,0,116,3.465,0,0,0,0,116,
,49.14%,48.28%,2.59%,0.00%,0.00%,,,,,,,,
PHAR-765-300,28,0,0,0,0,28,4,0,0,0,0,28,ALONZO J
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,28,0,0,0,0,28,4,0,0,0,0,28,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-766-300,14,0,0,0,0,14,4,0,0,0,0,14,JOSEPH M
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,14,0,0,0,0,14,4,0,0,0,0,14,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2019,,,,,,,,,
,,,,,Professional Pharmacy,,,,,,,,
COLLEGE:,PHARMACY,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF PHARMACY,,,,,TOTAL,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- -----,,,------- -------------------,
PHAR-778-300,32,40,2,0,0,74,3.405,0,0,0,0,74,PEREZ S
,43.24%,54.05%,2.70%,0.00%,0.00%,,,,,,,,
PHAR-778-301,21,21,0,0,0,42,3.5,0,0,0,0,42,PEREZ S
,50.00%,50.00%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,53,61,2,0,0,116,3.439,0,0,0,0,116,
,45.69%,52.59%,1.72%,0.00%,0.00%,,,,,,,,
PHAR-779-300,3,0,2,0,0,5,3.2,0,0,0,0,5,HAY H
,60.00%,0.00%,40.00%,0.00%,0.00%,,,,,,,,
PHAR-779-301,8,0,0,0,0,8,4,0,0,0,0,8,HAY H
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,11,0,2,0,0,13,3.692,0,0,0,0,13,
,84.62%,0.00%,15.38%,0.00%,0.00%,,,,,,,,
PHAR-785-312,9,0,0,0,0,9,4,0,0,0,0,9,PETERSON S
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,9,0,0,0,0,9,4,0,0,0,0,9,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-789-302,10,0,0,0,0,10,4,0,0,0,0,10,PATEL P
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,10,0,0,0,0,10,4,0,0,0,0,10,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-801-300,71,2,1,0,0,74,3.945,0,0,0,0,74,PETERSON S
,95.95%,2.70%,1.35%,0.00%,0.00%,,,,,,,,
PHAR-801-301,33,2,0,0,0,35,3.942,0,0,0,0,35,PETERSON S
,94.29%,5.71%,0.00%,0.00%,0.00%,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2019,,,,,,,,,
,,,,,Professional Pharmacy,,,,,,,,
COLLEGE:,PHARMACY,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF PHARMACY,,,,,TOTAL,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- -----,,,------- -------------------,
COURSE TOTAL:,104,4,1,0,0,109,3.944,0,0,0,0,109,
,95.41%,3.67%,0.92%,0.00%,0.00%,,,,,,,,
PHAR-805-300,8,69,7,0,0,84,3.011,0,0,0,0,84,PETERSON S
,9.52%,82.14%,8.33%,0.00%,0.00%,,,,,,,,
PHAR-805-301,6,19,1,0,0,26,3.192,0,0,0,0,26,PETERSON S
,23.08%,73.08%,3.85%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,14,88,8,0,0,110,3.054,0,0,0,0,110,
,12.73%,80.00%,7.27%,0.00%,0.00%,,,,,,,,
PHAR-812-300,22,39,12,1,0,74,3.108,0,0,0,0,74,LUCE A
,29.73%,52.70%,16.22%,1.35%,0.00%,,,,,,,,
PHAR-812-301,5,19,11,0,0,35,2.828,0,0,0,0,35,LUCE A
,14.29%,54.29%,31.43%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,27,58,23,1,0,109,3.018,0,0,0,0,109,
,24.77%,53.21%,21.10%,0.92%,0.00%,,,,,,,,
PHAR-813-300,17,35,22,0,0,74,2.932,0,0,0,0,74,ELMAGEED Z
,22.97%,47.30%,29.73%,0.00%,0.00%,,,,,,,,
PHAR-813-301,5,15,15,0,0,35,2.714,0,0,0,0,35,ELMAGEED Z
,14.29%,42.86%,42.86%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,22,50,37,0,0,109,2.862,0,0,0,0,109,
,20.18%,45.87%,33.94%,0.00%,0.00%,,,,,,,,
PHAR-815-300,73,1,0,0,0,74,3.986,0,0,0,0,74,HORSEMAN M
,98.65%,1.35%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-815-301,32,3,0,0,0,35,3.914,0,0,0,0,35,HORSEMAN M
,91.43%,8.57%,0.00%,0.00%,0.00%,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2019,,,,,,,,,
,,,,,Professional Pharmacy,,,,,,,,
COLLEGE:,PHARMACY,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF PHARMACY,,,,,TOTAL,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- -----,,,------- -------------------,
COURSE TOTAL:,105,4,0,0,0,109,3.963,0,0,0,0,109,
,96.33%,3.67%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-821-300,12,2,0,0,0,14,3.857,0,0,0,0,14,ABU BAKER A
,85.71%,14.29%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-821-301,6,0,1,0,0,7,3.714,0,0,0,0,7,ABU BAKER A
,85.71%,0.00%,14.29%,0.00%,0.00%,,,,,,,,
PHAR-821-302,14,3,0,0,1,18,3.611,0,0,0,0,18,ABU BAKER A
,77.78%,16.67%,0.00%,0.00%,5.56%,,,,,,,,
PHAR-821-304,4,1,0,0,0,5,3.8,0,0,0,0,5,ABU BAKER A
,80.00%,20.00%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-821-305,7,0,0,0,0,7,4,0,0,0,0,7,ABU BAKER A
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,43,6,1,0,1,51,3.764,0,0,0,0,51,
,84.31%,11.76%,1.96%,0.00%,1.96%,,,,,,,,
PHAR-871-300,74,0,0,0,0,74,4,0,0,0,0,74,ALONZO J
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-871-301,35,0,0,0,0,35,4,0,0,0,0,35,ALONZO J
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,109,0,0,0,0,109,4,0,0,0,0,109,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-873-300,74,0,0,0,0,74,4,0,0,0,0,74,PETERSON S
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-873-301,34,1,0,0,0,35,3.971,0,0,0,0,35,PETERSON S
,97.14%,2.86%,0.00%,0.00%,0.00%,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2019,,,,,,,,,
,,,,,Professional Pharmacy,,,,,,,,
COLLEGE:,PHARMACY,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF PHARMACY,,,,,TOTAL,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- -----,,,------- -------------------,
COURSE TOTAL:,108,1,0,0,0,109,3.99,0,0,0,0,109,
,99.08%,0.92%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-875-300,23,34,17,0,0,74,3.081,0,0,0,0,74,BREMICK M
,31.08%,45.95%,22.97%,0.00%,0.00%,,,,,,,,
PHAR-875-301,5,18,12,0,0,35,2.8,0,0,0,0,35,BREMICK M
,14.29%,51.43%,34.29%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,28,52,29,0,0,109,2.99,0,0,0,0,109,
,25.69%,47.71%,26.61%,0.00%,0.00%,,,,,,,,
PHAR-876-300,10,3,0,0,0,13,3.769,0,0,0,0,13,ABU BAKER A
,76.92%,23.08%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-876-302,8,3,1,0,0,12,3.583,0,0,0,0,12,ABU BAKER A
,66.67%,25.00%,8.33%,0.00%,0.00%,,,,,,,,
PHAR-876-303,5,0,0,0,0,5,4,0,0,0,0,5,ABU BAKER A
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,23,6,1,0,0,30,3.733,0,0,0,0,30,
,76.67%,20.00%,3.33%,0.00%,0.00%,,,,,,,,
PHAR-877-300,7,1,0,0,1,9,3.444,0,0,0,0,9,ABU BAKER A
,77.78%,11.11%,0.00%,0.00%,11.11%,,,,,,,,
PHAR-877-302,9,0,0,0,0,9,4,0,0,0,0,9,ABU BAKER A
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-877-303,5,0,0,0,0,5,4,0,0,0,0,5,ABU BAKER A
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,21,1,0,0,1,23,3.782,0,0,0,0,23,
,91.30%,4.35%,0.00%,0.00%,4.35%,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2019,,,,,,,,,
,,,,,Professional Pharmacy,,,,,,,,
COLLEGE:,PHARMACY,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF PHARMACY,,,,,TOTAL,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- -----,,,------- -------------------,
PHAR-878-300,5,0,0,0,0,5,4,0,0,0,0,5,ABU BAKER A
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-878-302,6,0,0,0,0,6,4,0,0,0,0,6,ABU BAKER A
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,11,0,0,0,0,11,4,0,0,0,0,11,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-879-300,9,2,0,0,0,11,3.818,0,0,0,0,11,ABU BAKER A
,81.82%,18.18%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-879-302,12,1,0,0,0,13,3.923,0,0,0,0,13,ABU BAKER A
,92.31%,7.69%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,21,3,0,0,0,24,3.875,0,0,0,0,24,
,87.50%,12.50%,0.00%,0.00%,0.00%,,,,,,,,
DEPARTMENT TOTAL:,1660,897,317,13,9,2896,3.333,6,0,0,2,2904,
,57.32%,30.97%,10.95%,0.45%,0.31%,,,,,,,,
COLLEGE TOTAL:,1660,897,317,13,9,2896,3.333,6,0,0,2,2904,
,57.32%,30.97%,10.95%,0.45%,0.31%,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2019,,,,,,,,,
,,,,,Professional Pharmacy,,,,,,,,
COLLEGE:,PUBLIC HEALTH,,,,,,,,,,,,
DEPARTMENT:,ENVIRONMENTAL & OCCPTNL HLTH,,,,,TOTAL,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- -----,,,------- -------------------,
PHEO-600-697,4,1,0,0,0,5,3.8,0,0,0,0,5,BENDEN M
,80.00%,20.00%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,4,1,0,0,0,5,3.8,0,0,0,0,5,
,80.00%,20.00%,0.00%,0.00%,0.00%,,,,,,,,
DEPARTMENT TOTAL:,4,1,0,0,0,5,3.8,0,0,0,0,5,
,80.00%,20.00%,0.00%,0.00%,0.00%,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2019,,,,,,,,,
,,,,,Professional Pharmacy,,,,,,,,
COLLEGE:,PUBLIC HEALTH,,,,,,,,,,,,
DEPARTMENT:,HLTH PROMOTION & COMM HLTH SCI,,,,,TOTAL,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- -----,,,------- -------------------,
HPCH-640-600,10,1,0,0,0,11,3.909,0,0,0,0,11,TAI-SEALE T
,90.91%,9.09%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,10,1,0,0,0,11,3.909,0,0,0,0,11,
,90.91%,9.09%,0.00%,0.00%,0.00%,,,,,,,,
DEPARTMENT TOTAL:,10,1,0,0,0,11,3.909,0,0,0,0,11,
,90.91%,9.09%,0.00%,0.00%,0.00%,,,,,,,,
COLLEGE TOTAL:,14,2,0,0,0,16,3.875,0,0,0,0,16,
,87.50%,12.50%,0.00%,0.00%,0.00%,,,,,,,,
