DDDS-6844-300,40,35,25,3,0,0,0,103,3.543,0,0,0,0,103,MASH L
,38.83%,33.98%,24.27%,2.91%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,40,35,25,3,0,0,0,103,3.543,0,0,0,0,103,
,38.83%,33.98%,24.27%,2.91%,0.00%,0.00%,0.00%,,,,,,,,
DDDS-6860-300,37,27,31,8,0,0,0,103,3.451,0,0,0,0,103,DECHOW P
,35.92%,26.21%,30.10%,7.77%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,37,27,31,8,0,0,0,103,3.451,0,0,0,0,103,
,35.92%,26.21%,30.10%,7.77%,0.00%,0.00%,0.00%,,,,,,,,
,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR FULL YR PROFESSIONAL 2018-2019,,,,,,,,,,,,
,,,,,,Professional Dentistry,,,,,,,,,
COLLEGE:,DENTISTRY,,,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF DENTISTRY,,,,,,,,,,,,,,
,,,,,,,,TOTAL,,,,,,,
SECTION,A,B+,B,C+,C,D,F,A - F,GPA,I,S,U,X,TOTAL,INSTRUCTOR
------------,-----,-----,-----,-----,-----,-----,-----,------,-----,---,---,---,---,------,------------
DDDS-6870-300,18,5,28,12,29,9,0,101,2.678,2,0,0,0,103,RUEST L
,17.82%,4.95%,27.72%,11.88%,28.71%,8.91%,0.00%,,,,,,,,
COURSE TOTAL:,18,5,28,12,29,9,0,101,2.678,2,0,0,0,103,
,17.82%,4.95%,27.72%,11.88%,28.71%,8.91%,0.00%,,,,,,,,
DDDS-6880-300,24,7,39,13,17,3,0,103,2.98,0,0,0,0,103,WRIGHT J
,23.30%,6.80%,37.86%,12.62%,16.50%,2.91%,0.00%,,,,,,,,
COURSE TOTAL:,24,7,39,13,17,3,0,103,2.98,0,0,0,0,103,
,23.30%,6.80%,37.86%,12.62%,16.50%,2.91%,0.00%,,,,,,,,
DDDS-7010-300,40,27,23,9,5,0,0,104,3.423,0,0,0,0,104,BENINGER C
,38.46%,25.96%,22.12%,8.65%,4.81%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,40,27,23,9,5,0,0,104,3.423,0,0,0,0,104,
,38.46%,25.96%,22.12%,8.65%,4.81%,0.00%,0.00%,,,,,,,,
DDDS-7020-300,17,27,28,14,15,0,3,104,2.995,0,0,0,0,104,JALALI S
,16.35%,25.96%,26.92%,13.46%,14.42%,0.00%,2.88%,,,,,,,,
COURSE TOTAL:,17,27,28,14,15,0,3,104,2.995,0,0,0,0,104,
,16.35%,25.96%,26.92%,13.46%,14.42%,0.00%,2.88%,,,,,,,,
DDDS-7024-300,42,36,24,0,2,0,0,104,3.557,0,0,0,0,104,JALALI S
,40.38%,34.62%,23.08%,0.00%,1.92%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,42,36,24,0,2,0,0,104,3.557,0,0,0,0,104,
,40.38%,34.62%,23.08%,0.00%,1.92%,0.00%,0.00%,,,,,,,,
DDDS-7040-300,30,32,30,6,5,1,0,104,3.346,0,0,0,0,104,BUIE C
,28.85%,30.77%,28.85%,5.77%,4.81%,0.96%,0.00%,,,,,,,,
COURSE TOTAL:,30,32,30,6,5,1,0,104,3.346,0,0,0,0,104,
,28.85%,30.77%,28.85%,5.77%,4.81%,0.96%,0.00%,,,,,,,,
,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR FULL YR PROFESSIONAL 2018-2019,,,,,,,,,,,,
,,,,,,Professional Dentistry,,,,,,,,,
COLLEGE:,DENTISTRY,,,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF DENTISTRY,,,,,,,,,,,,,,
,,,,,,,,TOTAL,,,,,,,
SECTION,A,B+,B,C+,C,D,F,A - F,GPA,I,S,U,X,TOTAL,INSTRUCTOR
------------,-----,-----,-----,-----,-----,-----,-----,------,-----,---,---,---,---,------,------------
DDDS-7044-300,14,25,55,5,5,0,0,104,3.182,0,0,0,0,104,BURNETT J
,13.46%,24.04%,52.88%,4.81%,4.81%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,14,25,55,5,5,0,0,104,3.182,0,0,0,0,104,
,13.46%,24.04%,52.88%,4.81%,4.81%,0.00%,0.00%,,,,,,,,
DDDS-7080-300,100,1,2,0,0,0,0,103,3.975,1,0,0,0,104,GANNAWAY M
,97.09%,0.97%,1.94%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,100,1,2,0,0,0,0,103,3.975,1,0,0,0,104,
,97.09%,0.97%,1.94%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
DDDS-7100-300,40,19,41,3,1,0,0,104,3.451,0,0,0,0,104,MASH L
,38.46%,18.27%,39.42%,2.88%,0.96%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,40,19,41,3,1,0,0,104,3.451,0,0,0,0,104,
,38.46%,18.27%,39.42%,2.88%,0.96%,0.00%,0.00%,,,,,,,,
DDDS-7104-300,25,25,43,9,2,0,0,104,3.298,0,0,0,0,104,MASH L
,24.04%,24.04%,41.35%,8.65%,1.92%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,25,25,43,9,2,0,0,104,3.298,0,0,0,0,104,
,24.04%,24.04%,41.35%,8.65%,1.92%,0.00%,0.00%,,,,,,,,
DDDS-7120-300,11,25,42,18,6,1,1,104,3.033,0,0,0,0,104,GROGAN D
,10.58%,24.04%,40.38%,17.31%,5.77%,0.96%,0.96%,,,,,,,,
COURSE TOTAL:,11,25,42,18,6,1,1,104,3.033,0,0,0,0,104,
,10.58%,24.04%,40.38%,17.31%,5.77%,0.96%,0.96%,,,,,,,,
DDDS-7140-300,85,4,11,3,1,0,0,104,3.812,0,0,0,0,104,HENNESSY B
,81.73%,3.85%,10.58%,2.88%,0.96%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,85,4,11,3,1,0,0,104,3.812,0,0,0,0,104,
,81.73%,3.85%,10.58%,2.88%,0.96%,0.00%,0.00%,,,,,,,,
,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR FULL YR PROFESSIONAL 2018-2019,,,,,,,,,,,,
,,,,,,Professional Dentistry,,,,,,,,,
COLLEGE:,DENTISTRY,,,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF DENTISTRY,,,,,,,,,,,,,,
,,,,,,,,TOTAL,,,,,,,
SECTION,A,B+,B,C+,C,D,F,A - F,GPA,I,S,U,X,TOTAL,INSTRUCTOR
------------,-----,-----,-----,-----,-----,-----,-----,------,-----,---,---,---,---,------,------------
DDDS-7160-300,25,10,29,16,20,3,1,104,2.932,0,0,0,0,104,WRIGHT J
,24.04%,9.62%,27.88%,15.38%,19.23%,2.88%,0.96%,,,,,,,,
COURSE TOTAL:,25,10,29,16,20,3,1,104,2.932,0,0,0,0,104,
,24.04%,9.62%,27.88%,15.38%,19.23%,2.88%,0.96%,,,,,,,,
DDDS-7170-300,38,18,34,10,3,1,0,104,3.355,0,0,0,0,104,LIANG H
,36.54%,17.31%,32.69%,9.62%,2.88%,0.96%,0.00%,,,,,,,,
COURSE TOTAL:,38,18,34,10,3,1,0,104,3.355,0,0,0,0,104,
,36.54%,17.31%,32.69%,9.62%,2.88%,0.96%,0.00%,,,,,,,,
DDDS-7190-300,40,16,31,11,5,1,0,104,3.341,0,0,0,0,104,BUDINSKAYA O
,38.46%,15.38%,29.81%,10.58%,4.81%,0.96%,0.00%,,,,,,,,
COURSE TOTAL:,40,16,31,11,5,1,0,104,3.341,0,0,0,0,104,
,38.46%,15.38%,29.81%,10.58%,4.81%,0.96%,0.00%,,,,,,,,
DDDS-7210-300,50,20,29,5,0,0,0,104,3.552,0,0,0,0,104,TAYLOR R
,48.08%,19.23%,27.88%,4.81%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,50,20,29,5,0,0,0,104,3.552,0,0,0,0,104,
,48.08%,19.23%,27.88%,4.81%,0.00%,0.00%,0.00%,,,,,,,,
DDDS-7214-300,66,18,13,4,2,0,1,104,3.653,0,0,0,0,104,TAYLOR R
,63.46%,17.31%,12.50%,3.85%,1.92%,0.00%,0.96%,,,,,,,,
COURSE TOTAL:,66,18,13,4,2,0,1,104,3.653,0,0,0,0,104,
,63.46%,17.31%,12.50%,3.85%,1.92%,0.00%,0.96%,,,,,,,,
DDDS-7230-300,4,13,49,14,20,2,2,104,2.745,0,0,0,0,104,GROGAN D
,3.85%,12.50%,47.12%,13.46%,19.23%,1.92%,1.92%,,,,,,,,
COURSE TOTAL:,4,13,49,14,20,2,2,104,2.745,0,0,0,0,104,
,3.85%,12.50%,47.12%,13.46%,19.23%,1.92%,1.92%,,,,,,,,
,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR FULL YR PROFESSIONAL 2018-2019,,,,,,,,,,,,
,,,,,,Professional Dentistry,,,,,,,,,
COLLEGE:,DENTISTRY,,,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF DENTISTRY,,,,,,,,,,,,,,
,,,,,,,,TOTAL,,,,,,,
SECTION,A,B+,B,C+,C,D,F,A - F,GPA,I,S,U,X,TOTAL,INSTRUCTOR
------------,-----,-----,-----,-----,-----,-----,-----,------,-----,---,---,---,---,------,------------
DDDS-7250-300,29,52,16,3,4,0,0,104,3.475,0,0,0,0,104,MCWHORTER A
,27.88%,50.00%,15.38%,2.88%,3.85%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,29,52,16,3,4,0,0,104,3.475,0,0,0,0,104,
,27.88%,50.00%,15.38%,2.88%,3.85%,0.00%,0.00%,,,,,,,,
DDDS-7270-300,8,19,33,16,22,4,2,104,2.745,0,0,0,0,104,REGAN D
,7.69%,18.27%,31.73%,15.38%,21.15%,3.85%,1.92%,,,,,,,,
COURSE TOTAL:,8,19,33,16,22,4,2,104,2.745,0,0,0,0,104,
,7.69%,18.27%,31.73%,15.38%,21.15%,3.85%,1.92%,,,,,,,,
DDDS-7274-300,98,5,1,0,0,0,0,104,3.966,0,0,0,0,104,REGAN D
,94.23%,4.81%,0.96%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,98,5,1,0,0,0,0,104,3.966,0,0,0,0,104,
,94.23%,4.81%,0.96%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
DDDS-7290-300,41,11,22,13,14,2,1,104,3.182,0,0,0,0,104,REUBEN J
,39.42%,10.58%,21.15%,12.50%,13.46%,1.92%,0.96%,,,,,,,,
COURSE TOTAL:,41,11,22,13,14,2,1,104,3.182,0,0,0,0,104,
,39.42%,10.58%,21.15%,12.50%,13.46%,1.92%,0.96%,,,,,,,,
DDDS-7330-300,104,0,0,0,0,0,0,104,4,0,0,0,0,104,NOUREL-DIN A
,100,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,104,0,0,0,0,0,0,104,4,0,0,0,0,104,
,100,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
DDDS-7350-300,24,24,28,15,10,3,0,104,3.12,0,0,0,0,104,ZARTMAN R
,23.08%,23.08%,26.92%,14.42%,9.62%,2.88%,0.00%,,,,,,,,
COURSE TOTAL:,24,24,28,15,10,3,0,104,3.12,0,0,0,0,104,
,23.08%,23.08%,26.92%,14.42%,9.62%,2.88%,0.00%,,,,,,,,
,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR FULL YR PROFESSIONAL 2018-2019,,,,,,,,,,,,
,,,,,,Professional Dentistry,,,,,,,,,
COLLEGE:,DENTISTRY,,,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF DENTISTRY,,,,,,,,,,,,,,
,,,,,,,,TOTAL,,,,,,,
SECTION,A,B+,B,C+,C,D,F,A - F,GPA,I,S,U,X,TOTAL,INSTRUCTOR
------------,-----,-----,-----,-----,-----,-----,-----,------,-----,---,---,---,---,------,------------
DDDS-7353-300,46,31,23,1,3,0,0,104,3.557,0,0,0,0,104,ZARTMAN R
,44.23%,29.81%,22.12%,0.96%,2.88%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,46,31,23,1,3,0,0,104,3.557,0,0,0,0,104,
,44.23%,29.81%,22.12%,0.96%,2.88%,0.00%,0.00%,,,,,,,,
DDDS-8004-300,92,0,7,0,0,0,0,99,3.929,0,0,0,0,99,NOUREL-DIN A
,92.93%,0.00%,7.07%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,92,0,7,0,0,0,0,99,3.929,0,0,0,0,99,
,92.93%,0.00%,7.07%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
DDDS-8034-300,83,6,3,0,0,0,0,92,3.934,7,0,0,0,99,GANNAWAY M
,90.22%,6.52%,3.26%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,83,6,3,0,0,0,0,92,3.934,7,0,0,0,99,
,90.22%,6.52%,3.26%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
DDDS-8060-300,14,11,35,14,15,4,6,99,2.712,0,0,0,0,99,SCHWEITZER J
,14.14%,11.11%,35.35%,14.14%,15.15%,4.04%,6.06%,,,,,,,,
DDDS-8060-301,0,0,0,0,6,0,0,6,2,0,0,0,0,6,SCHWEITZER J
,0.00%,0.00%,0.00%,0.00%,100,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,14,11,35,14,21,4,6,105,2.671,0,0,0,0,105,
,13.33%,10.48%,33.33%,13.33%,20.00%,3.81%,5.71%,,,,,,,,
DDDS-8064-300,33,4,21,2,39,0,0,99,2.949,0,0,0,0,99,SCHWEITZER J
,33.33%,4.04%,21.21%,2.02%,39.39%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,33,4,21,2,39,0,0,99,2.949,0,0,0,0,99,
,33.33%,4.04%,21.21%,2.02%,39.39%,0.00%,0.00%,,,,,,,,
DDDS-8080-300,28,16,49,3,3,0,0,99,3.318,0,0,0,0,99,PRATS L
,28.28%,16.16%,49.49%,3.03%,3.03%,0.00%,0.00%,,,,,,,,
,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR FULL YR PROFESSIONAL 2018-2019,,,,,,,,,,,,
,,,,,,Professional Dentistry,,,,,,,,,
COLLEGE:,DENTISTRY,,,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF DENTISTRY,,,,,,,,,,,,,,
,,,,,,,,TOTAL,,,,,,,
SECTION,A,B+,B,C+,C,D,F,A - F,GPA,I,S,U,X,TOTAL,INSTRUCTOR
------------,-----,-----,-----,-----,-----,-----,-----,------,-----,---,---,---,---,------,------------
COURSE TOTAL:,28,16,49,3,3,0,0,99,3.318,0,0,0,0,99,
,28.28%,16.16%,49.49%,3.03%,3.03%,0.00%,0.00%,,,,,,,,
DDDS-8084-300,70,25,4,0,0,0,0,99,3.833,0,0,0,0,99,PRATS L
,70.71%,25.25%,4.04%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,70,25,4,0,0,0,0,99,3.833,0,0,0,0,99,
,70.71%,25.25%,4.04%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
DDDS-8140-300,18,32,40,6,3,0,0,99,3.282,0,0,0,0,99,MIRANDA M
,18.18%,32.32%,40.40%,6.06%,3.03%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,18,32,40,6,3,0,0,99,3.282,0,0,0,0,99,
,18.18%,32.32%,40.40%,6.06%,3.03%,0.00%,0.00%,,,,,,,,
DDDS-8160-300,54,34,9,0,2,0,0,99,3.696,0,0,0,0,99,GROGAN D
,54.55%,34.34%,9.09%,0.00%,2.02%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,54,34,9,0,2,0,0,99,3.696,0,0,0,0,99,
,54.55%,34.34%,9.09%,0.00%,2.02%,0.00%,0.00%,,,,,,,,
DDDS-8180-300,41,19,33,4,1,1,0,99,3.459,0,0,0,0,99,KONTOGIORGOS D
,41.41%,19.19%,33.33%,4.04%,1.01%,1.01%,0.00%,,,,,,,,
COURSE TOTAL:,41,19,33,4,1,1,0,99,3.459,0,0,0,0,99,
,41.41%,19.19%,33.33%,4.04%,1.01%,1.01%,0.00%,,,,,,,,
DDDS-8200-300,86,11,2,0,0,0,0,99,3.924,0,0,0,0,99,PRATS L
,86.87%,11.11%,2.02%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,86,11,2,0,0,0,0,99,3.924,0,0,0,0,99,
,86.87%,11.11%,2.02%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
DDDS-8204-300,99,0,0,0,0,0,0,99,4,0,0,0,0,99,PRATS L
,100,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR FULL YR PROFESSIONAL 2018-2019,,,,,,,,,,,,
,,,,,,Professional Dentistry,,,,,,,,,
COLLEGE:,DENTISTRY,,,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF DENTISTRY,,,,,,,,,,,,,,
,,,,,,,,TOTAL,,,,,,,
SECTION,A,B+,B,C+,C,D,F,A - F,GPA,I,S,U,X,TOTAL,INSTRUCTOR
------------,-----,-----,-----,-----,-----,-----,-----,------,-----,---,---,---,---,------,------------
COURSE TOTAL:,99,0,0,0,0,0,0,99,4,0,0,0,0,99,
,100,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
DDDS-8220-300,28,21,30,14,6,0,0,99,3.257,0,0,0,0,99,CRAMER G
,28.28%,21.21%,30.30%,14.14%,6.06%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,28,21,30,14,6,0,0,99,3.257,0,0,0,0,99,
,28.28%,21.21%,30.30%,14.14%,6.06%,0.00%,0.00%,,,,,,,,
DDDS-8224-300,10,21,44,13,9,0,0,97,3.051,2,0,0,0,99,BENINGER C
,10.31%,21.65%,45.36%,13.40%,9.28%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,10,21,44,13,9,0,0,97,3.051,2,0,0,0,99,
,10.31%,21.65%,45.36%,13.40%,9.28%,0.00%,0.00%,,,,,,,,
DDDS-8240-300,14,18,34,12,18,3,0,99,2.929,0,0,0,0,99,GONZALEZ M
,14.14%,18.18%,34.34%,12.12%,18.18%,3.03%,0.00%,,,,,,,,
COURSE TOTAL:,14,18,34,12,18,3,0,99,2.929,0,0,0,0,99,
,14.14%,18.18%,34.34%,12.12%,18.18%,3.03%,0.00%,,,,,,,,
DDDS-8241-300,44,16,24,8,7,0,0,99,3.414,0,0,0,0,99,GONZALEZ M
,44.44%,16.16%,24.24%,8.08%,7.07%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,44,16,24,8,7,0,0,99,3.414,0,0,0,0,99,
,44.44%,16.16%,24.24%,8.08%,7.07%,0.00%,0.00%,,,,,,,,
DDDS-8264-300,96,3,0,0,0,0,0,99,3.984,0,0,0,0,99,KOFFORD K
,96.97%,3.03%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,96,3,0,0,0,0,0,99,3.984,0,0,0,0,99,
,96.97%,3.03%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
DDDS-8280-300,55,25,11,6,2,0,0,99,3.631,0,0,0,0,99,WRIGHT J
,55.56%,25.25%,11.11%,6.06%,2.02%,0.00%,0.00%,,,,,,,,
,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR FULL YR PROFESSIONAL 2018-2019,,,,,,,,,,,,
,,,,,,Professional Dentistry,,,,,,,,,
COLLEGE:,DENTISTRY,,,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF DENTISTRY,,,,,,,,,,,,,,
,,,,,,,,TOTAL,,,,,,,
SECTION,A,B+,B,C+,C,D,F,A - F,GPA,I,S,U,X,TOTAL,INSTRUCTOR
------------,-----,-----,-----,-----,-----,-----,-----,------,-----,---,---,---,---,------,------------
COURSE TOTAL:,55,25,11,6,2,0,0,99,3.631,0,0,0,0,99,
,55.56%,25.25%,11.11%,6.06%,2.02%,0.00%,0.00%,,,,,,,,
