------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
VLCS-945-308,21,6,0,0,0,27,3.777,0,0,0,0,0,27,CORNELL K
,77.78%,22.22%,0.00%,0.00%,0.00%,,,,,,,,,
VLCS-945-309,16,11,0,0,0,27,3.592,0,0,0,0,0,27,CORNELL K
,59.26%,40.74%,0.00%,0.00%,0.00%,,,,,,,,,
VLCS-945-311,20,3,0,0,0,23,3.869,0,0,0,0,0,23,CORNELL K
,86.96%,13.04%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,218,72,1,0,0,291,3.745,1,0,0,0,0,292,
,74.91%,24.74%,0.34%,0.00%,0.00%,,,,,,,,,
DEPARTMENT TOTAL:,365,197,9,0,0,571,3.623,2,0,0,0,0,573,
,63.92%,34.50%,1.58%,0.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR FULL YR PROFESSIONAL 2018-2019,,,,,,,,,,,
,,,,,Professional Veterinary Medicine,,,,,,,,,
COLLEGE:,VETERINARY MED & BIOMEDICAL SC,,,,,,,,,,,,,
DEPARTMENT:,VET SMALL ANIMAL CLINICAL SC,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
VSCS-940-301,11,108,9,0,0,128,3.015,0,0,0,0,1,129,CORNELL K
,8.59%,84.38%,7.03%,0.00%,0.00%,,,,,,,,,
VSCS-940-302,33,30,0,0,0,63,3.523,0,0,0,0,0,63,CORNELL K
,52.38%,47.62%,0.00%,0.00%,0.00%,,,,,,,,,
VSCS-940-303,63,61,2,1,0,127,3.464,2,0,0,0,0,129,CORNELL K
,49.61%,48.03%,1.57%,0.79%,0.00%,,,,,,,,,
VSCS-940-304,16,42,6,1,0,65,3.123,1,0,0,0,0,66,CORNELL K
,24.62%,64.62%,9.23%,1.54%,0.00%,,,,,,,,,
COURSE TOTAL:,123,241,17,2,0,383,3.266,3,0,0,0,1,387,
,32.11%,62.92%,4.44%,0.52%,0.00%,,,,,,,,,
VSCS-941-301,56,69,2,0,1,128,3.398,1,0,0,0,0,129,CORNELL K
,43.75%,53.91%,1.56%,0.00%,0.78%,,,,,,,,,
COURSE TOTAL:,56,69,2,0,1,128,3.398,1,0,0,0,0,129,
,43.75%,53.91%,1.56%,0.00%,0.78%,,,,,,,,,
VSCS-945-301,28,33,2,0,0,63,3.412,0,0,0,0,0,63,CORNELL K
,44.44%,52.38%,3.17%,0.00%,0.00%,,,,,,,,,
VSCS-945-302,36,24,3,0,0,63,3.523,0,0,0,0,0,63,CORNELL K
,57.14%,38.10%,4.76%,0.00%,0.00%,,,,,,,,,
VSCS-945-303,44,19,0,0,0,63,3.698,0,0,0,0,0,63,CORNELL K
,69.84%,30.16%,0.00%,0.00%,0.00%,,,,,,,,,
VSCS-945-304,53,8,1,0,0,62,3.838,0,0,0,0,1,63,CORNELL K
,85.48%,12.90%,1.61%,0.00%,0.00%,,,,,,,,,
VSCS-945-305,50,11,2,0,0,63,3.761,0,0,0,0,0,63,CORNELL K
,79.37%,17.46%,3.17%,0.00%,0.00%,,,,,,,,,
VSCS-945-306,50,11,1,0,0,62,3.79,1,0,0,0,0,63,CORNELL K
,80.65%,17.74%,1.61%,0.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR FULL YR PROFESSIONAL 2018-2019,,,,,,,,,,,
,,,,,Professional Veterinary Medicine,,,,,,,,,
COLLEGE:,VETERINARY MED & BIOMEDICAL SC,,,,,,,,,,,,,
DEPARTMENT:,VET SMALL ANIMAL CLINICAL SC,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
VSCS-945-307,53,8,0,0,0,61,3.868,2,0,0,0,0,63,CORNELL K
,86.89%,13.11%,0.00%,0.00%,0.00%,,,,,,,,,
VSCS-945-308,51,11,1,0,0,63,3.793,0,0,0,0,0,63,CORNELL K
,80.95%,17.46%,1.59%,0.00%,0.00%,,,,,,,,,
VSCS-945-309,55,6,1,0,0,62,3.87,1,0,0,0,0,63,CORNELL K
,88.71%,9.68%,1.61%,0.00%,0.00%,,,,,,,,,
VSCS-945-310,39,4,0,0,0,43,3.906,0,0,0,0,0,43,CORNELL K
,90.70%,9.30%,0.00%,0.00%,0.00%,,,,,,,,,
VSCS-945-311,13,12,2,0,0,27,3.407,0,0,0,0,0,27,CORNELL K
,48.15%,44.44%,7.41%,0.00%,0.00%,,,,,,,,,
VSCS-945-312,19,7,1,0,0,27,3.666,0,0,0,0,0,27,CORNELL K
,70.37%,25.93%,3.70%,0.00%,0.00%,,,,,,,,,
VSCS-945-313,20,3,3,0,0,26,3.653,1,0,0,0,0,27,CORNELL K
,76.92%,11.54%,11.54%,0.00%,0.00%,,,,,,,,,
VSCS-945-314,22,5,0,0,0,27,3.814,0,0,0,0,0,27,CORNELL K
,81.48%,18.52%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,533,162,17,0,0,712,3.724,5,0,0,0,1,718,
,74.86%,22.75%,2.39%,0.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR FULL YR PROFESSIONAL 2018-2019,,,,,,,,,,,
,,,,,Professional Veterinary Medicine,,,,,,,,,
COLLEGE:,VETERINARY MED & BIOMEDICAL SC,,,,,,,,,,,,,
DEPARTMENT:,VET SMALL ANIMAL CLINICAL SC,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
DEPARTMENT TOTAL:,712,472,36,2,1,1223,3.547,9,0,0,0,2,1234,
,58.22%,38.59%,2.94%,0.16%,0.08%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR FULL YR PROFESSIONAL 2018-2019,,,,,,,,,,,
,,,,,Professional Veterinary Medicine,,,,,,,,,
COLLEGE:,VETERINARY MED & BIOMEDICAL SC,,,,,,,,,,,,,
DEPARTMENT:,VETERINARY PATHOBIOLOGY,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
VTPB-940-301,127,2,0,0,0,129,3.984,0,0,0,0,0,129,CORNELL K
,98.45%,1.55%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,127,2,0,0,0,129,3.984,0,0,0,0,0,129,
,98.45%,1.55%,0.00%,0.00%,0.00%,,,,,,,,,
DEPARTMENT TOTAL:,127,2,0,0,0,129,3.984,0,0,0,0,0,129,
,98.45%,1.55%,0.00%,0.00%,0.00%,,,,,,,,,
COLLEGE TOTAL:,1794,834,59,2,1,2690,3.642,17,0,0,0,2,2709,
,66.69%,31.00%,2.19%,0.07%,0.04%,,,,,,,,,
