SECTION,A,B,C,D,F,A - F,GPA,I,S,U,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- -----,,,------- -------------------,
PHAR-710-300,26,28,9,0,1,64,3.218,0,0,0,0,64,FARRIS C
,40.63%,43.75%,14.06%,0.00%,1.56%,,,,,,,,
PHAR-710-301,24,11,5,0,0,40,3.475,0,0,0,0,40,FARRIS C
,60.00%,27.50%,12.50%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,50,39,14,0,1,104,3.317,0,0,0,0,104,
,48.08%,37.50%,13.46%,0.00%,0.96%,,,,,,,,
PHAR-711-300,10,30,19,4,0,63,2.73,0,0,0,1,64,HAY H
,15.87%,47.62%,30.16%,6.35%,0.00%,,,,,,,,
PHAR-711-301,9,18,11,2,0,40,2.85,0,0,0,0,40,HAY H
,22.50%,45.00%,27.50%,5.00%,0.00%,,,,,,,,
COURSE TOTAL:,19,48,30,6,0,103,2.776,0,0,0,1,104,
,18.45%,46.60%,29.13%,5.83%,0.00%,,,,,,,,
PHAR-714-300,63,1,0,0,0,64,3.984,0,0,0,0,64,DIEC S
,98.44%,1.56%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-714-301,39,1,0,0,0,40,3.975,0,0,0,0,40,DIEC S
,97.50%,2.50%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,102,2,0,0,0,104,3.98,0,0,0,0,104,
,98.08%,1.92%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-721-300,13,29,17,4,0,63,2.809,1,0,0,0,64,PANAHI L
,20.63%,46.03%,26.98%,6.35%,0.00%,,,,,,,,
PHAR-721-301,13,15,10,2,0,40,2.975,0,0,0,0,40,PANAHI L
,32.50%,37.50%,25.00%,5.00%,0.00%,,,,,,,,
COURSE TOTAL:,26,44,27,6,0,103,2.873,1,0,0,0,104,
,25.24%,42.72%,26.21%,5.83%,0.00%,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR FALL 2019,,,,,,,,,
,,,,,Professional Pharmacy,,,,,,,,
COLLEGE:,PHARMACY,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF PHARMACY,,,,,TOTAL,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- -----,,,------- -------------------,
PHAR-741-300,19,30,14,1,0,64,3.046,0,0,0,0,64,PALAKURTHI S
,29.69%,46.88%,21.88%,1.56%,0.00%,,,,,,,,
PHAR-741-301,15,19,6,0,0,40,3.225,0,0,0,0,40,PALAKURTHI S
,37.50%,47.50%,15.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,34,49,20,1,0,104,3.115,0,0,0,0,104,
,32.69%,47.12%,19.23%,0.96%,0.00%,,,,,,,,
PHAR-742-300,13,29,22,0,0,64,2.859,0,0,0,0,64,KIM D
,20.31%,45.31%,34.38%,0.00%,0.00%,,,,,,,,
PHAR-742-301,17,13,10,0,0,40,3.175,0,0,0,0,40,KIM D
,42.50%,32.50%,25.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,30,42,32,0,0,104,2.98,0,0,0,0,104,
,28.85%,40.38%,30.77%,0.00%,0.00%,,,,,,,,
PHAR-764-300,5,0,0,0,0,5,4,0,0,0,0,5,LUKE J
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,5,0,0,0,0,5,4,0,0,0,0,5,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-766-300,9,0,0,0,0,9,4,0,0,0,0,9,JOSEPH M
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-766-301,9,0,0,0,0,9,4,0,0,0,0,9,JOSEPH M
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,18,0,0,0,0,18,4,0,0,0,0,18,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-771-300,17,0,0,0,0,17,4,0,0,0,0,17,EVERETT-HOUSER J
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR FALL 2019,,,,,,,,,
,,,,,Professional Pharmacy,,,,,,,,
COLLEGE:,PHARMACY,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF PHARMACY,,,,,TOTAL,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- -----,,,------- -------------------,
PHAR-771-301,5,0,0,0,0,5,4,0,0,0,0,5,EVERETT-HOUSER J
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,22,0,0,0,0,22,4,0,0,0,0,22,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-777-300,60,3,1,0,0,64,3.921,0,0,0,0,64,HOLDER E
,93.75%,4.69%,1.56%,0.00%,0.00%,,,,,,,,
PHAR-777-301,32,8,0,0,0,40,3.8,0,0,0,0,40,HOLDER E
,80.00%,20.00%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,92,11,1,0,0,104,3.875,0,0,0,0,104,
,88.46%,10.58%,0.96%,0.00%,0.00%,,,,,,,,
PHAR-789-303,7,0,0,0,0,7,4,0,0,0,0,7,PATEL P
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-789-304,6,0,0,0,0,6,4,0,0,0,0,6,JOSEPH M
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-789-307,9,0,1,0,0,10,3.8,1,0,0,0,12,DANIELS L
,90.00%,0.00%,10.00%,0.00%,0.00%,,,,,,,,
PHAR-789-308,4,5,0,0,0,9,3.444,0,0,0,0,9,DANIELS L
,44.44%,55.56%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,26,5,1,0,0,32,3.781,1,0,0,0,34,
,81.25%,15.63%,3.13%,0.00%,0.00%,,,,,,,,
PHAR-810-300,25,38,10,0,0,73,3.205,0,0,0,0,73,PETERSON S
,34.25%,52.05%,13.70%,0.00%,0.00%,,,,,,,,
PHAR-810-301,17,21,3,0,0,41,3.341,0,0,0,1,42,PETERSON S
,41.46%,51.22%,7.32%,0.00%,0.00%,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR FALL 2019,,,,,,,,,
,,,,,Professional Pharmacy,,,,,,,,
COLLEGE:,PHARMACY,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF PHARMACY,,,,,TOTAL,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- -----,,,------- -------------------,
COURSE TOTAL:,42,59,13,0,0,114,3.254,0,0,0,1,115,
,36.84%,51.75%,11.40%,0.00%,0.00%,,,,,,,,
PHAR-811-300,8,36,27,2,0,73,2.684,0,0,0,0,73,ALYISMAIL H
,10.96%,49.32%,36.99%,2.74%,0.00%,,,,,,,,
PHAR-811-301,6,17,18,0,0,41,2.707,0,0,0,0,41,ALYISMAIL H
,14.63%,41.46%,43.90%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,14,53,45,2,0,114,2.692,0,0,0,0,114,
,12.28%,46.49%,39.47%,1.75%,0.00%,,,,,,,,
PHAR-814-300,60,13,0,0,0,73,3.821,0,0,0,0,73,BROWN A
,82.19%,17.81%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-814-301,28,13,0,0,0,41,3.682,0,0,0,0,41,BROWN A
,68.29%,31.71%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,88,26,0,0,0,114,3.771,0,0,0,0,114,
,77.19%,22.81%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-841-300,54,17,2,0,0,73,3.712,0,0,0,0,73,HUTCHISON R
,73.97%,23.29%,2.74%,0.00%,0.00%,,,,,,,,
PHAR-841-301,27,12,2,0,0,41,3.609,0,0,0,0,41,HUTCHISON R
,65.85%,29.27%,4.88%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,81,29,4,0,0,114,3.675,0,0,0,0,114,
,71.05%,25.44%,3.51%,0.00%,0.00%,,,,,,,,
PHAR-842-300,15,47,11,0,0,73,3.054,0,0,0,0,73,CASTRO J
,20.55%,64.38%,15.07%,0.00%,0.00%,,,,,,,,
PHAR-842-301,6,27,8,0,0,41,2.951,0,0,0,0,41,CASTRO J
,14.63%,65.85%,19.51%,0.00%,0.00%,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR FALL 2019,,,,,,,,,
,,,,,Professional Pharmacy,,,,,,,,
COLLEGE:,PHARMACY,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF PHARMACY,,,,,TOTAL,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- -----,,,------- -------------------,
COURSE TOTAL:,21,74,19,0,0,114,3.017,0,0,0,0,114,
,18.42%,64.91%,16.67%,0.00%,0.00%,,,,,,,,
PHAR-872-300,39,30,4,0,0,73,3.479,0,0,0,0,73,MILLER M
,53.42%,41.10%,5.48%,0.00%,0.00%,,,,,,,,
PHAR-872-301,21,19,1,0,0,41,3.487,0,0,0,0,41,MILLER M
,51.22%,46.34%,2.44%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,60,49,5,0,0,114,3.482,0,0,0,0,114,
,52.63%,42.98%,4.39%,0.00%,0.00%,,,,,,,,
DEPARTMENT TOTAL:,1156,856,332,28,2,2374,3.184,3,0,0,2,2380,
,48.69%,36.06%,13.98%,1.18%,0.08%,,,,,,,,
COLLEGE TOTAL:,1156,856,332,28,2,2374,3.184,3,0,0,2,2380,
,48.69%,36.06%,13.98%,1.18%,0.08%,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR FALL 2019,,,,,,,,,
,,,,,Professional Pharmacy,,,,,,,,
COLLEGE:,PUBLIC HEALTH,,,,,,,,,,,,
DEPARTMENT:,HLTH PROMOTION & COMM HLTH SCI,,,,,TOTAL,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- -----,,,------- -------------------,
HPCH-603-697,2,5,1,0,0,8,3.125,0,0,0,0,8,TAI-SEALE T
,25.00%,62.50%,12.50%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,2,5,1,0,0,8,3.125,0,0,0,0,8,
,25.00%,62.50%,12.50%,0.00%,0.00%,,,,,,,,
DEPARTMENT TOTAL:,2,5,1,0,0,8,3.125,0,0,0,0,8,
,25.00%,62.50%,12.50%,0.00%,0.00%,,,,,,,,
COLLEGE TOTAL:,2,5,1,0,0,8,3.125,0,0,0,0,8,
,25.00%,62.50%,12.50%,0.00%,0.00%,,,,,,,,
