,87.04%,12.96%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-706-300,32,1,0,0,0,33,3.969,2,0,0,0,35,ABU BAKER A
,96.97%,3.03%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-706-301,20,0,0,0,0,20,4,0,0,0,0,20,ABU BAKER A
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,52,1,0,0,0,53,3.981,2,0,0,0,55,
,98.11%,1.89%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-712-300,14,30,30,0,0,74,2.783,0,0,0,0,74,BUSTAMANTE J
,18.92%,40.54%,40.54%,0.00%,0.00%,,,,,,,,
PHAR-712-301,5,16,13,1,0,35,2.714,0,0,0,0,35,BUSTAMANTE J
,14.29%,45.71%,37.14%,2.86%,0.00%,,,,,,,,
COURSE TOTAL:,19,46,43,1,0,109,2.761,0,0,0,0,109,
,17.43%,42.20%,39.45%,0.92%,0.00%,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2018,,,,,,,,,
,,,,,Professional Pharmacy,,,,,,,,
COLLEGE:,PHARMACY,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF PHARMACY,,,,,TOTAL,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- -----,,,------- -------------------,
PHAR-713-300,28,36,9,0,0,73,3.26,1,0,0,0,74,HUTCHISON R
,38.36%,49.32%,12.33%,0.00%,0.00%,,,,,,,,
PHAR-713-301,9,17,9,0,0,35,3,0,0,0,0,35,HUTCHISON R
,25.71%,48.57%,25.71%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,37,53,18,0,0,108,3.175,1,0,0,0,109,
,34.26%,49.07%,16.67%,0.00%,0.00%,,,,,,,,
PHAR-715-300,64,10,0,0,0,74,3.864,0,0,0,0,74,LUKE J
,86.49%,13.51%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-715-301,34,1,0,0,0,35,3.971,0,0,0,0,35,LUKE J
,97.14%,2.86%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,98,11,0,0,0,109,3.899,0,0,0,0,109,
,89.91%,10.09%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-726-300,24,36,13,0,0,73,3.15,1,0,0,0,74,DANIELS L
,32.88%,49.32%,17.81%,0.00%,0.00%,,,,,,,,
PHAR-726-301,10,18,7,0,0,35,3.085,0,0,0,0,35,DANIELS L
,28.57%,51.43%,20.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,34,54,20,0,0,108,3.129,1,0,0,0,109,
,31.48%,50.00%,18.52%,0.00%,0.00%,,,,,,,,
PHAR-734-300,10,2,0,0,0,12,3.833,0,0,0,0,12,ALYISMAIL H
,83.33%,16.67%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,10,2,0,0,0,12,3.833,0,0,0,0,12,
,83.33%,16.67%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-745-300,6,15,3,0,0,24,3.125,1,0,0,0,25,DANIELS L
,25.00%,62.50%,12.50%,0.00%,0.00%,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2018,,,,,,,,,
,,,,,Professional Pharmacy,,,,,,,,
COLLEGE:,PHARMACY,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF PHARMACY,,,,,TOTAL,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- -----,,,------- -------------------,
PHAR-745-301,12,7,0,0,0,19,3.631,0,0,0,0,19,DANIELS L
,63.16%,36.84%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,18,22,3,0,0,43,3.348,1,0,0,0,44,
,41.86%,51.16%,6.98%,0.00%,0.00%,,,,,,,,
PHAR-757-300,24,46,3,0,0,73,3.287,1,0,0,0,74,HERNANDEZ J
,32.88%,63.01%,4.11%,0.00%,0.00%,,,,,,,,
PHAR-757-301,15,20,0,0,0,35,3.428,0,0,0,0,35,HERNANDEZ J
,42.86%,57.14%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,39,66,3,0,0,108,3.333,1,0,0,0,109,
,36.11%,61.11%,2.78%,0.00%,0.00%,,,,,,,,
PHAR-765-300,6,0,0,0,0,6,4,0,0,0,0,6,ALONZO J
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,6,0,0,0,0,6,4,0,0,0,0,6,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-766-300,7,0,0,0,0,7,4,0,0,0,0,7,JOSEPH M
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,7,0,0,0,0,7,4,0,0,0,0,7,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-771-300,21,0,0,0,0,21,4,0,0,0,0,21,EVERETT-HOUSER J
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-771-301,6,0,0,0,0,6,4,0,0,0,0,6,EVERETT-HOUSER J
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,27,0,0,0,0,27,4,0,0,0,0,27,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2018,,,,,,,,,
,,,,,Professional Pharmacy,,,,,,,,
COLLEGE:,PHARMACY,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF PHARMACY,,,,,TOTAL,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- -----,,,------- -------------------,
PHAR-778-300,22,51,0,0,0,73,3.301,1,0,0,0,74,PEREZ S
,30.14%,69.86%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-778-301,17,15,3,0,0,35,3.4,0,0,0,0,35,PEREZ S
,48.57%,42.86%,8.57%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,39,66,3,0,0,108,3.333,1,0,0,0,109,
,36.11%,61.11%,2.78%,0.00%,0.00%,,,,,,,,
PHAR-779-300,8,2,0,0,0,10,3.8,0,0,0,0,10,IVY D
,80.00%,20.00%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-779-301,6,0,0,0,0,6,4,0,0,0,0,6,IVY D
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,14,2,0,0,0,16,3.875,0,0,0,0,16,
,87.50%,12.50%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-785-310,5,0,0,0,0,5,4,0,0,0,0,5,CASTRO J
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-785-313,6,0,0,0,0,6,4,0,0,0,0,6,ALYISMAIL H
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,11,0,0,0,0,11,4,0,0,0,0,11,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-789-300,5,0,0,0,0,5,4,0,0,0,0,5,CASTRO J
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-789-301,5,0,1,0,0,6,3.666,0,0,0,0,7,PATEL P
,83.33%,0.00%,16.67%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,10,0,1,0,0,11,3.875,0,0,0,0,12,
,90.91%,0.00%,9.09%,0.00%,0.00%,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2018,,,,,,,,,
,,,,,Professional Pharmacy,,,,,,,,
COLLEGE:,PHARMACY,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF PHARMACY,,,,,TOTAL,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- -----,,,------- -------------------,
PHAR-801-300,64,14,7,0,0,85,3.67,0,0,0,0,85,PETERSON S
,75.29%,16.47%,8.24%,0.00%,0.00%,,,,,,,,
PHAR-801-301,20,5,1,0,0,26,3.73,0,0,0,0,26,PETERSON S
,76.92%,19.23%,3.85%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,84,19,8,0,0,111,3.684,0,0,0,0,111,
,75.68%,17.12%,7.21%,0.00%,0.00%,,,,,,,,
PHAR-805-300,41,37,1,0,0,79,3.506,0,0,0,0,79,PETERSON S
,51.90%,46.84%,1.27%,0.00%,0.00%,,,,,,,,
PHAR-805-301,15,18,0,0,0,33,3.454,0,0,0,0,33,PETERSON S
,45.45%,54.55%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,56,55,1,0,0,112,3.491,0,0,0,0,112,
,50.00%,49.11%,0.89%,0.00%,0.00%,,,,,,,,
PHAR-812-300,18,43,23,1,0,85,2.917,0,0,0,0,85,LUCE A
,21.18%,50.59%,27.06%,1.18%,0.00%,,,,,,,,
PHAR-812-301,8,11,6,1,0,26,3,0,0,0,0,26,LUCE A
,30.77%,42.31%,23.08%,3.85%,0.00%,,,,,,,,
COURSE TOTAL:,26,54,29,2,0,111,2.936,0,0,0,0,111,
,23.42%,48.65%,26.13%,1.80%,0.00%,,,,,,,,
PHAR-813-300,19,42,22,2,0,85,2.917,0,0,0,0,85,ELMAGEED Z
,22.35%,49.41%,25.88%,2.35%,0.00%,,,,,,,,
PHAR-813-301,4,15,6,1,0,26,2.846,0,0,0,0,26,ELMAGEED Z
,15.38%,57.69%,23.08%,3.85%,0.00%,,,,,,,,
COURSE TOTAL:,23,57,28,3,0,111,2.9,0,0,0,0,111,
,20.72%,51.35%,25.23%,2.70%,0.00%,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2018,,,,,,,,,
,,,,,Professional Pharmacy,,,,,,,,
COLLEGE:,PHARMACY,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF PHARMACY,,,,,TOTAL,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- -----,,,------- -------------------,
PHAR-815-300,82,3,0,0,0,85,3.964,0,0,0,0,85,HORSEMAN M
,96.47%,3.53%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-815-301,26,0,0,0,0,26,4,0,0,0,0,26,HORSEMAN M
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,108,3,0,0,0,111,3.972,0,0,0,0,111,
,97.30%,2.70%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-821-302,18,3,0,0,0,21,3.857,0,0,0,0,21,ABU BAKER A
,85.71%,14.29%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-821-303,6,0,0,0,0,6,4,0,0,0,0,6,ABU BAKER A
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-821-305,7,0,1,0,0,8,3.75,0,0,0,0,8,ABU BAKER A
,87.50%,0.00%,12.50%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,31,3,1,0,0,35,3.857,0,0,0,0,35,
,88.57%,8.57%,2.86%,0.00%,0.00%,,,,,,,,
PHAR-871-300,76,8,0,0,1,85,3.858,0,0,0,0,85,IVY D
,89.41%,9.41%,0.00%,0.00%,1.18%,,,,,,,,
PHAR-871-301,22,3,1,0,0,26,3.807,0,0,0,0,26,IVY D
,84.62%,11.54%,3.85%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,98,11,1,0,1,111,3.846,0,0,0,0,111,
,88.29%,9.91%,0.90%,0.00%,0.90%,,,,,,,,
PHAR-875-300,21,39,23,0,2,85,2.905,0,0,0,0,85,BREMICK M
,24.71%,45.88%,27.06%,0.00%,2.35%,,,,,,,,
PHAR-875-301,8,9,9,0,0,26,2.961,0,0,0,0,26,BREMICK M
,30.77%,34.62%,34.62%,0.00%,0.00%,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2018,,,,,,,,,
,,,,,Professional Pharmacy,,,,,,,,
COLLEGE:,PHARMACY,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF PHARMACY,,,,,TOTAL,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- -----,,,------- -------------------,
COURSE TOTAL:,29,48,32,0,2,111,2.918,0,0,0,0,111,
,26.13%,43.24%,28.83%,0.00%,1.80%,,,,,,,,
PHAR-876-302,11,3,0,0,0,14,3.785,0,0,0,0,14,ABU BAKER A
,78.57%,21.43%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-876-303,5,1,0,0,0,6,3.833,0,0,0,0,6,ABU BAKER A
,83.33%,16.67%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-876-304,5,1,0,0,0,6,3.833,0,0,0,0,6,ABU BAKER A
,83.33%,16.67%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,21,5,0,0,0,26,3.807,0,0,0,0,26,
,80.77%,19.23%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-877-302,7,0,0,0,0,7,4,0,0,0,0,7,ABU BAKER A
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-877-303,7,0,1,0,0,8,3.75,0,0,0,0,8,ABU BAKER A
,87.50%,0.00%,12.50%,0.00%,0.00%,,,,,,,,
PHAR-877-304,6,6,0,0,0,12,3.5,0,0,0,0,12,ABU BAKER A
,50.00%,50.00%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,20,6,1,0,0,27,3.703,0,0,0,0,27,
,74.07%,22.22%,3.70%,0.00%,0.00%,,,,,,,,
PHAR-878-302,6,0,0,0,0,6,4,0,0,0,0,6,ABU BAKER A
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-878-304,6,0,0,0,0,6,4,0,0,0,0,6,ABU BAKER A
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,12,0,0,0,0,12,4,0,0,0,0,12,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2018,,,,,,,,,
,,,,,Professional Pharmacy,,,,,,,,
COLLEGE:,PHARMACY,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF PHARMACY,,,,,TOTAL,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- -----,,,------- -------------------,
PHAR-879-302,8,1,0,0,0,9,3.888,0,0,0,0,9,ABU BAKER A
,88.89%,11.11%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,8,1,0,0,0,9,3.888,0,0,0,0,9,
,88.89%,11.11%,0.00%,0.00%,0.00%,,,,,,,,
DEPARTMENT TOTAL:,1492,996,303,12,3,2806,3.308,7,0,0,0,2814,
,53.17%,35.50%,10.80%,0.43%,0.11%,,,,,,,,
COLLEGE TOTAL:,1492,996,303,12,3,2806,3.308,7,0,0,0,2814,
,53.17%,35.50%,10.80%,0.43%,0.11%,,,,,,,,
