,,,GRADE DISTRIBUTION REPORT FOR FULL YR PROFESSIONAL 2019-2020,,,,,,,,,,,
,,,,,Professional Veterinary Medicine,,,,,,,,,
COLLEGE:,VETERINARY MED & BIOMEDICAL SC,,,,,,,,,,,,,
DEPARTMENT:,VET SMALL ANIMAL CLINICAL SC,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
VSCS-940-301,30,96,6,0,0,132,3.181,0,0,0,0,0,132,CORNELL K
,22.73%,72.73%,4.55%,0.00%,0.00%,,,,,,,,,
VSCS-940-302,32,26,2,0,0,60,3.5,0,0,0,0,0,60,CORNELL K
,53.33%,43.33%,3.33%,0.00%,0.00%,,,,,,,,,
VSCS-940-303,59,67,5,0,0,131,3.412,1,0,0,0,0,132,CORNELL K
,45.04%,51.15%,3.82%,0.00%,0.00%,,,,,,,,,
VSCS-940-304,21,46,4,0,0,71,3.239,1,0,0,0,0,72,CORNELL K
,29.58%,64.79%,5.63%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,142,235,17,0,0,394,3.317,2,0,0,0,0,396,
,36.04%,59.64%,4.31%,0.00%,0.00%,,,,,,,,,
VSCS-941-301,66,64,2,0,0,132,3.484,0,0,0,0,0,132,CORNELL K
,50.00%,48.48%,1.52%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,66,64,2,0,0,132,3.484,0,0,0,0,0,132,
,50.00%,48.48%,1.52%,0.00%,0.00%,,,,,,,,,
VSCS-945-301,26,28,4,1,0,59,3.338,0,0,0,0,0,59,CORNELL K
,44.07%,47.46%,6.78%,1.69%,0.00%,,,,,,,,,
VSCS-945-302,41,14,4,0,0,59,3.627,0,0,0,0,0,59,CORNELL K
,69.49%,23.73%,6.78%,0.00%,0.00%,,,,,,,,,
VSCS-945-303,36,21,2,0,0,59,3.576,0,0,0,0,0,59,CORNELL K
,61.02%,35.59%,3.39%,0.00%,0.00%,,,,,,,,,
VSCS-945-304,43,15,1,0,0,59,3.711,0,0,0,0,0,59,CORNELL K
,72.88%,25.42%,1.69%,0.00%,0.00%,,,,,,,,,
VSCS-945-305,37,21,1,0,0,59,3.61,0,0,0,0,0,59,CORNELL K
,62.71%,35.59%,1.69%,0.00%,0.00%,,,,,,,,,
VSCS-945-306,44,13,1,0,0,58,3.741,1,0,0,0,0,59,CORNELL K
,75.86%,22.41%,1.72%,0.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR FULL YR PROFESSIONAL 2019-2020,,,,,,,,,,,
,,,,,Professional Veterinary Medicine,,,,,,,,,
COLLEGE:,VETERINARY MED & BIOMEDICAL SC,,,,,,,,,,,,,
DEPARTMENT:,VET SMALL ANIMAL CLINICAL SC,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
VSCS-945-307,45,12,1,0,0,58,3.758,1,0,0,0,0,59,CORNELL K
,77.59%,20.69%,1.72%,0.00%,0.00%,,,,,,,,,
VSCS-945-308,35,22,2,0,0,59,3.559,0,0,0,0,0,59,CORNELL K
,59.32%,37.29%,3.39%,0.00%,0.00%,,,,,,,,,
VSCS-945-309,47,10,2,0,0,59,3.762,0,0,0,0,0,59,CORNELL K
,79.66%,16.95%,3.39%,0.00%,0.00%,,,,,,,,,
VSCS-945-310,46,9,1,0,0,56,3.803,0,0,0,0,0,56,CORNELL K
,82.14%,16.07%,1.79%,0.00%,0.00%,,,,,,,,,
VSCS-945-311,18,26,2,0,0,46,3.347,0,0,0,0,0,46,CORNELL K
,39.13%,56.52%,4.35%,0.00%,0.00%,,,,,,,,,
VSCS-945-312,22,23,1,0,0,46,3.456,0,0,0,0,0,46,CORNELL K
,47.83%,50.00%,2.17%,0.00%,0.00%,,,,,,,,,
VSCS-945-313,36,10,0,0,0,46,3.782,0,0,0,0,0,46,CORNELL K
,78.26%,21.74%,0.00%,0.00%,0.00%,,,,,,,,,
VSCS-945-314,37,8,1,0,0,46,3.782,0,0,0,0,0,46,CORNELL K
,80.43%,17.39%,2.17%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,513,232,23,1,0,769,3.634,2,0,0,0,0,771,
,66.71%,30.17%,2.99%,0.13%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR FULL YR PROFESSIONAL 2019-2020,,,,,,,,,,,
,,,,,Professional Veterinary Medicine,,,,,,,,,
COLLEGE:,VETERINARY MED & BIOMEDICAL SC,,,,,,,,,,,,,
DEPARTMENT:,VET SMALL ANIMAL CLINICAL SC,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
DEPARTMENT TOTAL:,721,531,42,1,0,1295,3.522,4,0,0,0,0,1299,
,55.68%,41.00%,3.24%,0.08%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR FULL YR PROFESSIONAL 2019-2020,,,,,,,,,,,
,,,,,Professional Veterinary Medicine,,,,,,,,,
COLLEGE:,VETERINARY MED & BIOMEDICAL SC,,,,,,,,,,,,,
DEPARTMENT:,VETERINARY PATHOBIOLOGY,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
VTPB-940-301,131,1,0,0,0,132,3.992,0,0,0,0,0,132,CORNELL K
,99.24%,0.76%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,131,1,0,0,0,132,3.992,0,0,0,0,0,132,
,99.24%,0.76%,0.00%,0.00%,0.00%,,,,,,,,,
DEPARTMENT TOTAL:,131,1,0,0,0,132,3.992,0,0,0,0,0,132,
,99.24%,0.76%,0.00%,0.00%,0.00%,,,,,,,,,
COLLEGE TOTAL:,1898,792,71,2,0,2763,3.659,9,0,0,0,0,2772,
,68.69%,28.66%,2.57%,0.07%,0.00%,,,,,,,,,
