,38.89%,50.00%,11.11%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,35,74,15,0,0,124,3.161,0,0,0,0,124,
,28.23%,59.68%,12.10%,0.00%,0.00%,,,,,,,,
PHAR-671-300,55,30,3,0,0,88,3.59,0,0,0,0,88,EVERETT-HOUSER J
,62.50%,34.09%,3.41%,0.00%,0.00%,,,,,,,,
PHAR-671-301,28,8,0,0,0,36,3.777,0,0,0,0,36,EVERETT-HOUSER J
,77.78%,22.22%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,83,38,3,0,0,124,3.645,0,0,0,0,124,
,66.94%,30.65%,2.42%,0.00%,0.00%,,,,,,,,
PHAR-672-300,19,36,26,5,2,88,2.738,0,0,0,0,88,BREMICK M
,21.59%,40.91%,29.55%,5.68%,2.27%,,,,,,,,
PHAR-672-301,8,19,7,2,0,36,2.916,0,0,0,0,36,BREMICK M
,22.22%,52.78%,19.44%,5.56%,0.00%,,,,,,,,
COURSE TOTAL:,27,55,33,7,2,124,2.79,0,0,0,0,124,
,21.77%,44.35%,26.61%,5.65%,1.61%,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR FALL 2016,,,,,,,,,
,,,,,Professional Pharmacy,,,,,,,,
COLLEGE:,PHARMACY,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF PHARMACY,,,,,TOTAL,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- -----,,,------- -------------------,
PHAR-705-300,40,3,0,0,0,43,3.93,0,0,0,0,43,CHAVEZ M
,93.02%,6.98%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-705-301,13,1,0,0,0,14,3.928,0,0,0,0,14,CHAVEZ M
,92.86%,7.14%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,53,4,0,0,0,57,3.929,0,0,0,0,57,
,92.98%,7.02%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-706-300,24,18,0,0,0,42,3.571,0,0,0,0,42,CHAVEZ M
,57.14%,42.86%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-706-301,8,3,1,0,0,12,3.583,0,0,0,0,12,CHAVEZ M
,66.67%,25.00%,8.33%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,32,21,1,0,0,54,3.574,0,0,0,0,54,
,59.26%,38.89%,1.85%,0.00%,0.00%,,,,,,,,
PHAR-710-300,15,48,19,3,0,85,2.882,0,0,0,0,85,FARRIS C
,17.65%,56.47%,22.35%,3.53%,0.00%,,,,,,,,
PHAR-710-301,12,7,7,0,0,26,3.192,0,0,0,0,26,FARRIS C
,46.15%,26.92%,26.92%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,27,55,26,3,0,111,2.954,0,0,0,0,111,
,24.32%,49.55%,23.42%,2.70%,0.00%,,,,,,,,
PHAR-711-300,7,43,33,2,0,85,2.647,0,0,0,0,85,GRANBERRY M
,8.24%,50.59%,38.82%,2.35%,0.00%,,,,,,,,
PHAR-711-301,3,17,6,0,0,26,2.884,0,0,0,0,26,GRANBERRY M
,11.54%,65.38%,23.08%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,10,60,39,2,0,111,2.702,0,0,0,0,111,
,9.01%,54.05%,35.14%,1.80%,0.00%,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR FALL 2016,,,,,,,,,
,,,,,Professional Pharmacy,,,,,,,,
COLLEGE:,PHARMACY,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF PHARMACY,,,,,TOTAL,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- -----,,,------- -------------------,
PHAR-714-300,23,62,0,0,0,85,3.27,0,0,0,0,85,PEREZ S
,27.06%,72.94%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-714-301,20,6,0,0,0,26,3.769,0,0,0,0,26,PEREZ S
,76.92%,23.08%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,43,68,0,0,0,111,3.387,0,0,0,0,111,
,38.74%,61.26%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-721-300,12,46,25,2,0,85,2.8,0,0,0,0,85,BOWMAN J
,14.12%,54.12%,29.41%,2.35%,0.00%,,,,,,,,
PHAR-721-301,6,13,7,0,0,26,2.961,0,0,0,0,26,BOWMAN J
,23.08%,50.00%,26.92%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,18,59,32,2,0,111,2.837,0,0,0,0,111,
,16.22%,53.15%,28.83%,1.80%,0.00%,,,,,,,,
PHAR-730-300,7,0,0,0,0,7,4,0,0,0,0,7,MAJETI R
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-730-301,6,0,0,0,0,6,4,0,0,0,0,6,MAJETI R
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,13,0,0,0,0,13,4,0,0,0,0,13,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-741-300,4,46,34,1,0,85,2.623,0,0,0,0,85,PALAKURTHI S
,4.71%,54.12%,40.00%,1.18%,0.00%,,,,,,,,
PHAR-741-301,3,12,9,2,0,26,2.615,0,0,0,0,26,PALAKURTHI S
,11.54%,46.15%,34.62%,7.69%,0.00%,,,,,,,,
COURSE TOTAL:,7,58,43,3,0,111,2.621,0,0,0,0,111,
,6.31%,52.25%,38.74%,2.70%,0.00%,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR FALL 2016,,,,,,,,,
,,,,,Professional Pharmacy,,,,,,,,
COLLEGE:,PHARMACY,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF PHARMACY,,,,,TOTAL,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- -----,,,------- -------------------,
PHAR-742-300,16,42,24,3,0,85,2.835,0,0,0,0,85,KIM D
,18.82%,49.41%,28.24%,3.53%,0.00%,,,,,,,,
PHAR-742-301,10,12,4,0,0,26,3.23,0,0,0,0,26,KIM D
,38.46%,46.15%,15.38%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,26,54,28,3,0,111,2.927,0,0,0,0,111,
,23.42%,48.65%,25.23%,2.70%,0.00%,,,,,,,,
PHAR-745-300,16,8,0,0,0,24,3.666,0,0,0,0,24,DANIELS L
,66.67%,33.33%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-745-301,1,9,0,0,0,10,3.1,0,0,0,0,10,DANIELS L
,10.00%,90.00%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,17,17,0,0,0,34,3.5,0,0,0,0,34,
,50.00%,50.00%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-764-300,5,0,0,0,0,5,4,0,0,0,0,5,WATZAK B
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,5,0,0,0,0,5,4,0,0,0,0,5,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-766-300,14,1,0,0,0,15,3.933,0,0,0,0,15,GRANBERRY M
,93.33%,6.67%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,14,1,0,0,0,15,3.933,0,0,0,0,15,
,93.33%,6.67%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-771-300,20,0,0,0,0,20,4,0,0,0,0,20,EVERETT-HOUSER J
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-771-301,5,0,0,0,0,5,4,0,0,0,0,5,EVERETT-HOUSER J
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR FALL 2016,,,,,,,,,
,,,,,Professional Pharmacy,,,,,,,,
COLLEGE:,PHARMACY,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF PHARMACY,,,,,TOTAL,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- -----,,,------- -------------------,
COURSE TOTAL:,25,0,0,0,0,25,4,0,0,0,0,25,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-777-300,69,16,0,0,0,85,3.811,0,0,0,0,85,HOLDER E
,81.18%,18.82%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-777-301,19,7,0,0,0,26,3.73,0,0,0,0,26,HOLDER E
,73.08%,26.92%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,88,23,0,0,0,111,3.792,0,0,0,0,111,
,79.28%,20.72%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-785-302,5,0,0,0,0,5,4,0,0,0,0,5,PETERSON S
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-785-311,4,2,1,0,0,7,3.5,0,0,0,0,7,ALYISMAIL H
,57.14%,28.57%,14.29%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,9,2,1,0,0,12,3.777,0,0,0,0,12,
,75.00%,16.67%,8.33%,0.00%,0.00%,,,,,,,,
PHAR-810-300,15,50,15,0,0,80,3,0,0,0,0,80,PETERSON S
,18.75%,62.50%,18.75%,0.00%,0.00%,,,,,,,,
PHAR-810-301,3,24,6,0,0,33,2.909,0,0,0,0,33,PETERSON S
,9.09%,72.73%,18.18%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,18,74,21,0,0,113,2.973,0,0,0,0,113,
,15.93%,65.49%,18.58%,0.00%,0.00%,,,,,,,,
PHAR-811-300,21,49,10,0,0,80,3.137,0,0,0,0,80,BUSTAMANTE J
,26.25%,61.25%,12.50%,0.00%,0.00%,,,,,,,,
PHAR-811-301,5,25,3,0,0,33,3.06,0,0,0,0,33,BUSTAMANTE J
,15.15%,75.76%,9.09%,0.00%,0.00%,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR FALL 2016,,,,,,,,,
,,,,,Professional Pharmacy,,,,,,,,
COLLEGE:,PHARMACY,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF PHARMACY,,,,,TOTAL,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- -----,,,------- -------------------,
COURSE TOTAL:,26,74,13,0,0,113,3.115,0,0,0,0,113,
,23.01%,65.49%,11.50%,0.00%,0.00%,,,,,,,,
PHAR-814-300,50,30,0,0,0,80,3.625,0,0,0,0,80,FARRIS C
,62.50%,37.50%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-814-301,31,2,0,0,0,33,3.939,0,0,0,0,33,IVY D
,93.94%,6.06%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,81,32,0,0,0,113,3.716,0,0,0,0,113,
,71.68%,28.32%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-841-300,24,41,13,1,1,80,3.075,0,0,0,0,80,BOWMAN J
,30.00%,51.25%,16.25%,1.25%,1.25%,,,,,,,,
PHAR-841-301,7,13,13,0,0,33,2.818,0,0,0,0,33,BOWMAN J
,21.21%,39.39%,39.39%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,31,54,26,1,1,113,3,0,0,0,0,113,
,27.43%,47.79%,23.01%,0.88%,0.88%,,,,,,,,
PHAR-842-300,26,53,1,0,0,80,3.312,0,0,0,0,80,CASTRO J
,32.50%,66.25%,1.25%,0.00%,0.00%,,,,,,,,
PHAR-842-301,12,19,2,0,0,33,3.303,0,0,0,0,33,CASTRO J
,36.36%,57.58%,6.06%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,38,72,3,0,0,113,3.309,0,0,0,0,113,
,33.63%,63.72%,2.65%,0.00%,0.00%,,,,,,,,
PHAR-856-300,72,7,1,0,0,80,3.887,0,0,0,0,80,ZHONG L
,90.00%,8.75%,1.25%,0.00%,0.00%,,,,,,,,
PHAR-856-301,29,4,0,0,0,33,3.878,0,0,0,0,33,ZHONG L
,87.88%,12.12%,0.00%,0.00%,0.00%,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR FALL 2016,,,,,,,,,
,,,,,Professional Pharmacy,,,,,,,,
COLLEGE:,PHARMACY,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF PHARMACY,,,,,TOTAL,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- -----,,,------- -------------------,
COURSE TOTAL:,101,11,1,0,0,113,3.884,0,0,0,0,113,
,89.38%,9.73%,0.88%,0.00%,0.00%,,,,,,,,
PHAR-862-300,8,0,0,0,0,8,4,0,0,0,0,8,CHAVEZ M
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,8,0,0,0,0,8,4,0,0,0,0,8,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-865-300,7,0,0,0,0,7,4,0,0,0,0,7,CHAVEZ M
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,7,0,0,0,0,7,4,0,0,0,0,7,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-870-300,14,0,0,0,0,14,4,0,0,0,0,14,CHAVEZ M
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,14,0,0,0,0,14,4,0,0,0,0,14,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-876-300,43,9,1,0,0,53,3.792,0,0,0,2,55,CHAVEZ M
,81.13%,16.98%,1.89%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,43,9,1,0,0,53,3.792,0,0,0,2,55,
,81.13%,16.98%,1.89%,0.00%,0.00%,,,,,,,,
PHAR-877-300,42,4,2,0,0,48,3.833,0,0,0,0,49,CHAVEZ M
,87.50%,8.33%,4.17%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,42,4,2,0,0,48,3.833,0,0,0,0,49,
,87.50%,8.33%,4.17%,0.00%,0.00%,,,,,,,,
PHAR-878-300,58,5,0,0,0,63,3.92,0,0,0,0,64,CHAVEZ M
,92.06%,7.94%,0.00%,0.00%,0.00%,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR FALL 2016,,,,,,,,,
,,,,,Professional Pharmacy,,,,,,,,
COLLEGE:,PHARMACY,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF PHARMACY,,,,,TOTAL,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- -----,,,------- -------------------,
COURSE TOTAL:,58,5,0,0,0,63,3.92,0,0,0,0,64,
,92.06%,7.94%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-879-300,56,3,0,0,0,59,3.949,0,0,0,1,60,CHAVEZ M
,94.92%,5.08%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,56,3,0,0,0,59,3.949,0,0,0,1,60,
,94.92%,5.08%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-880-300,2,3,0,0,0,5,3.4,0,0,0,0,5,CHAVEZ M
,40.00%,60.00%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,2,3,0,0,0,5,3.4,0,0,0,0,5,
,40.00%,60.00%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-886-300,15,3,1,0,0,19,3.736,0,0,0,0,20,CHAVEZ M
,78.95%,15.79%,5.26%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,15,3,1,0,0,19,3.736,0,0,0,0,20,
,78.95%,15.79%,5.26%,0.00%,0.00%,,,,,,,,
PHAR-893-300,6,0,0,0,0,6,4,0,0,0,0,6,CHAVEZ M
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,6,0,0,0,0,6,4,0,0,0,0,6,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-896-500,5,2,1,0,0,8,3.5,0,0,0,0,8,CHAVEZ M
,62.50%,25.00%,12.50%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,5,2,1,0,0,8,3.5,0,0,0,0,8,
,62.50%,25.00%,12.50%,0.00%,0.00%,,,,,,,,
PHAR-897-300,5,1,0,0,0,6,3.833,0,0,0,0,6,CHAVEZ M
,83.33%,16.67%,0.00%,0.00%,0.00%,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR FALL 2016,,,,,,,,,
,,,,,Professional Pharmacy,,,,,,,,
COLLEGE:,PHARMACY,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF PHARMACY,,,,,TOTAL,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- -----,,,------- -------------------,
COURSE TOTAL:,5,1,0,0,0,6,3.833,0,0,0,0,6,
,83.33%,16.67%,0.00%,0.00%,0.00%,,,,,,,,
DEPARTMENT TOTAL:,1346,1144,423,40,4,2957,3.272,0,0,0,4,2964,
,45.52%,38.69%,14.31%,1.35%,0.14%,,,,,,,,
COLLEGE TOTAL:,1346,1144,423,40,4,2957,3.272,0,0,0,4,2964,
,45.52%,38.69%,14.31%,1.35%,0.14%,,,,,,,,
