MEID-712-30B,2,35,0,2,39,2.897,0,0,0,0,39,HOLLAND P
,5.13%,89.74%,0.00%,5.13%,,,,,,,,
MEID-712-30D,8,21,0,0,29,3.275,0,0,0,0,29,HOLLAND P
,27.59%,72.41%,0.00%,0.00%,,,,,,,,
MEID-712-30H,4,21,0,0,25,3.16,0,0,0,0,25,HOLLAND P
,16.00%,84.00%,0.00%,0.00%,,,,,,,,
MEID-712-31T,6,23,0,0,29,3.206,0,0,0,0,29,
,20.69%,79.31%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,20,100,0,2,122,3.114,0,0,0,0,122,
,16.39%,81.97%,0.00%,1.64%,,,,,,,,
MFCM-800-35D,1,4,0,0,5,3.2,1,0,0,0,6,VIA R
,20.00%,80.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,1,4,0,0,5,3.2,1,0,0,0,6,
,20.00%,80.00%,0.00%,0.00%,,,,,,,,
MPED-800-36H,0,5,0,0,5,3,0,0,0,0,5,PARR J
,0.00%,100,0.00%,0.00%,,,,,,,,
MPED-800-38D,3,2,0,0,5,3.6,0,0,0,0,5,PARR J
,60.00%,40.00%,0.00%,0.00%,,,,,,,,
,,,,TEXAS A&M UNIVERSITY,,,,,,,,
,,GRADE DISTRIBUTION REPORT FOR FALL 2020,,,,,,,,,,
,,,Professional Medicine,,,,,,,,,
COLLEGE:,MEDICINE,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF MEDICINE,,,,,,,,,,,
,,,,,TOTAL,,,,,,,
SECTION,H,P,F/P,F,H - F,GPA,I,S,U,X,TOTAL,INSTRUCTOR
------------,-----,-----,-----,-----,------,-----,---,---,---,---,------,------------
COURSE TOTAL:,3,7,0,0,10,3.3,0,0,0,0,10,
,30.00%,70.00%,0.00%,0.00%,,,,,,,,
MRAD-800-30B,6,16,0,0,22,3.272,0,0,0,0,22,PHILIP J
,27.27%,72.73%,0.00%,0.00%,,,,,,,,
MRAD-800-30D,21,21,0,0,42,3.5,0,0,0,0,42,PHILIP J
,50.00%,50.00%,0.00%,0.00%,,,,,,,,
MRAD-800-30H,17,21,0,0,38,3.447,0,0,0,0,38,PHILIP J
,44.74%,55.26%,0.00%,0.00%,,,,,,,,
MRAD-800-30T,20,8,0,0,28,3.714,0,0,0,0,28,PHILIP J
,71.43%,28.57%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,64,66,0,0,130,3.492,0,0,0,0,130,
,49.23%,50.77%,0.00%,0.00%,,,,,,,,
OBGY-800-36D,3,3,0,0,6,3.5,0,0,0,0,6,BROWNING A
,50.00%,50.00%,0.00%,0.00%,,,,,,,,
OBGY-800-37D,2,3,0,0,5,3.4,1,0,0,0,6,BROWNING A
,40.00%,60.00%,0.00%,0.00%,,,,,,,,
OBGY-800-38T,2,6,0,0,8,3.25,0,0,0,0,8,BROWNING A
,25.00%,75.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,7,12,0,0,19,3.368,1,0,0,0,20,
,36.84%,63.16%,0.00%,0.00%,,,,,,,,
SURG-800-35D,5,5,0,0,10,3.5,0,0,0,0,10,LITTLE D
,50.00%,50.00%,0.00%,0.00%,,,,,,,,
SURG-800-35H,3,6,0,0,9,3.333,0,0,0,1,10,LITTLE D
,33.33%,66.67%,0.00%,0.00%,,,,,,,,
SURG-800-35T,4,3,0,0,7,3.571,0,0,0,1,8,LITTLE D
,57.14%,42.86%,0.00%,0.00%,,,,,,,,
,,,,TEXAS A&M UNIVERSITY,,,,,,,,
,,GRADE DISTRIBUTION REPORT FOR FALL 2020,,,,,,,,,,
,,,Professional Medicine,,,,,,,,,
COLLEGE:,MEDICINE,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF MEDICINE,,,,,,,,,,,
,,,,,TOTAL,,,,,,,
SECTION,H,P,F/P,F,H - F,GPA,I,S,U,X,TOTAL,INSTRUCTOR
------------,-----,-----,-----,-----,------,-----,---,---,---,---,------,------------
SURG-800-36D,4,9,0,0,13,3.307,0,0,0,0,13,LITTLE D
,30.77%,69.23%,0.00%,0.00%,,,,,,,,
SURG-800-36H,7,6,0,0,13,3.538,0,0,0,0,13,LITTLE D
,53.85%,46.15%,0.00%,0.00%,,,,,,,,
SURG-800-36T,4,4,0,0,8,3.5,1,0,0,0,9,LITTLE D
,50.00%,50.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,27,33,0,0,60,3.45,1,0,0,2,63,
,45.00%,55.00%,0.00%,0.00%,,,,,,,,
DEPARTMENT TOTAL:,325,1372,3,9,1709,3.17,5,0,0,2,1716,
,19.02%,80.28%,0.18%,0.53%,,,,,,,,
COLLEGE TOTAL:,325,1372,3,9,1709,3.17,5,0,0,2,1716,
,19.02%,80.28%,0.18%,0.53%,,,,,,,,
