COURSE TOTAL:,27,17,30,17,6,2,3,102,3.078,0,0,0,0,102,
,26.47%,16.67%,29.41%,16.67%,5.88%,1.96%,2.94%,,,,,,,,
,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2017,,,,,,,,,,
,,,,,,Professional Dentistry,,,,,,,,,
COLLEGE:,DENTISTRY,,,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF DENTISTRY,,,,,,,,,,,,,,
,,,,,,,,TOTAL,,,,,,,
SECTION,A,B+,B,C+,C,D,F,A - F,GPA,I,S,U,X,TOTAL,INSTRUCTOR
------------,-----,-----,-----,-----,-----,-----,-----,------,-----,---,---,---,---,------,------------
DDDS-6800-300,17,24,32,11,15,2,1,102,3.014,0,0,0,0,102,MCDONALD S
,16.67%,23.53%,31.37%,10.78%,14.71%,1.96%,0.98%,,,,,,,,
COURSE TOTAL:,17,24,32,11,15,2,1,102,3.014,0,0,0,0,102,
,16.67%,23.53%,31.37%,10.78%,14.71%,1.96%,0.98%,,,,,,,,
DDDS-6804-300,95,3,3,1,0,0,0,102,3.941,0,0,0,0,102,MCDONALD S
,93.14%,2.94%,2.94%,0.98%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,95,3,3,1,0,0,0,102,3.941,0,0,0,0,102,
,93.14%,2.94%,2.94%,0.98%,0.00%,0.00%,0.00%,,,,,,,,
DDDS-6820-300,25,18,32,6,18,2,1,102,3.058,0,0,0,0,102,SVOBODA K
,24.51%,17.65%,31.37%,5.88%,17.65%,1.96%,0.98%,,,,,,,,
COURSE TOTAL:,25,18,32,6,18,2,1,102,3.058,0,0,0,0,102,
,24.51%,17.65%,31.37%,5.88%,17.65%,1.96%,0.98%,,,,,,,,
DDDS-6840-300,69,26,7,0,0,0,0,102,3.803,0,0,0,0,102,MASH L
,67.65%,25.49%,6.86%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,69,26,7,0,0,0,0,102,3.803,0,0,0,0,102,
,67.65%,25.49%,6.86%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
DDDS-6844-300,37,32,31,1,0,0,0,101,3.519,1,0,0,0,102,MASH L
,36.63%,31.68%,30.69%,0.99%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,37,32,31,1,0,0,0,101,3.519,1,0,0,0,102,
,36.63%,31.68%,30.69%,0.99%,0.00%,0.00%,0.00%,,,,,,,,
DDDS-6860-300,69,18,15,0,0,0,0,102,3.764,0,0,0,0,102,DECHOW P
,67.65%,17.65%,14.71%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,69,18,15,0,0,0,0,102,3.764,0,0,0,0,102,
,67.65%,17.65%,14.71%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2017,,,,,,,,,,
,,,,,,Professional Dentistry,,,,,,,,,
COLLEGE:,DENTISTRY,,,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF DENTISTRY,,,,,,,,,,,,,,
,,,,,,,,TOTAL,,,,,,,
SECTION,A,B+,B,C+,C,D,F,A - F,GPA,I,S,U,X,TOTAL,INSTRUCTOR
------------,-----,-----,-----,-----,-----,-----,-----,------,-----,---,---,---,---,------,------------
DDDS-6870-300,21,10,29,13,23,5,1,102,2.838,0,0,0,0,102,RUEST L
,20.59%,9.80%,28.43%,12.75%,22.55%,4.90%,0.98%,,,,,,,,
COURSE TOTAL:,21,10,29,13,23,5,1,102,2.838,0,0,0,0,102,
,20.59%,9.80%,28.43%,12.75%,22.55%,4.90%,0.98%,,,,,,,,
DDDS-6880-300,27,9,28,18,15,5,0,102,2.975,0,0,0,0,102,WRIGHT J
,26.47%,8.82%,27.45%,17.65%,14.71%,4.90%,0.00%,,,,,,,,
COURSE TOTAL:,27,9,28,18,15,5,0,102,2.975,0,0,0,0,102,
,26.47%,8.82%,27.45%,17.65%,14.71%,4.90%,0.00%,,,,,,,,
DDDS-7010-300,27,28,35,9,5,1,0,105,3.28,0,0,0,0,105,BENINGER C
,25.71%,26.67%,33.33%,8.57%,4.76%,0.95%,0.00%,,,,,,,,
COURSE TOTAL:,27,28,35,9,5,1,0,105,3.28,0,0,0,0,105,
,25.71%,26.67%,33.33%,8.57%,4.76%,0.95%,0.00%,,,,,,,,
DDDS-7020-300,7,15,41,20,14,7,1,105,2.747,0,0,0,0,105,JALALI S
,6.67%,14.29%,39.05%,19.05%,13.33%,6.67%,0.95%,,,,,,,,
COURSE TOTAL:,7,15,41,20,14,7,1,105,2.747,0,0,0,0,105,
,6.67%,14.29%,39.05%,19.05%,13.33%,6.67%,0.95%,,,,,,,,
DDDS-7024-300,15,32,47,7,4,0,0,105,3.223,0,0,0,0,105,JALALI S
,14.29%,30.48%,44.76%,6.67%,3.81%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,15,32,47,7,4,0,0,105,3.223,0,0,0,0,105,
,14.29%,30.48%,44.76%,6.67%,3.81%,0.00%,0.00%,,,,,,,,
DDDS-7040-300,41,31,26,5,2,0,0,105,3.495,0,0,0,0,105,MILLER A
,39.05%,29.52%,24.76%,4.76%,1.90%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,41,31,26,5,2,0,0,105,3.495,0,0,0,0,105,
,39.05%,29.52%,24.76%,4.76%,1.90%,0.00%,0.00%,,,,,,,,
,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2017,,,,,,,,,,
,,,,,,Professional Dentistry,,,,,,,,,
COLLEGE:,DENTISTRY,,,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF DENTISTRY,,,,,,,,,,,,,,
,,,,,,,,TOTAL,,,,,,,
SECTION,A,B+,B,C+,C,D,F,A - F,GPA,I,S,U,X,TOTAL,INSTRUCTOR
------------,-----,-----,-----,-----,-----,-----,-----,------,-----,---,---,---,---,------,------------
DDDS-7044-300,18,17,57,8,4,0,0,104,3.177,1,0,0,0,105,MILLER A
,17.31%,16.35%,54.81%,7.69%,3.85%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,18,17,57,8,4,0,0,104,3.177,1,0,0,0,105,
,17.31%,16.35%,54.81%,7.69%,3.85%,0.00%,0.00%,,,,,,,,
DDDS-7080-300,105,0,0,0,0,0,0,105,4,0,0,0,0,105,GANNAWAY M
,100,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,105,0,0,0,0,0,0,105,4,0,0,0,0,105,
,100,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
DDDS-7100-300,61,21,21,1,1,0,0,105,3.666,0,0,0,0,105,MASH L
,58.10%,20.00%,20.00%,0.95%,0.95%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,61,21,21,1,1,0,0,105,3.666,0,0,0,0,105,
,58.10%,20.00%,20.00%,0.95%,0.95%,0.00%,0.00%,,,,,,,,
DDDS-7104-300,26,28,40,8,2,0,0,104,3.326,1,0,0,0,105,MASH L
,25.00%,26.92%,38.46%,7.69%,1.92%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,26,28,40,8,2,0,0,104,3.326,1,0,0,0,105,
,25.00%,26.92%,38.46%,7.69%,1.92%,0.00%,0.00%,,,,,,,,
DDDS-7120-300,6,11,55,13,17,2,1,105,2.819,0,0,0,0,105,GROGAN D
,5.71%,10.48%,52.38%,12.38%,16.19%,1.90%,0.95%,,,,,,,,
COURSE TOTAL:,6,11,55,13,17,2,1,105,2.819,0,0,0,0,105,
,5.71%,10.48%,52.38%,12.38%,16.19%,1.90%,0.95%,,,,,,,,
DDDS-7140-300,64,12,21,6,2,0,0,105,3.619,0,0,0,0,105,HENNESSY B
,60.95%,11.43%,20.00%,5.71%,1.90%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,64,12,21,6,2,0,0,105,3.619,0,0,0,0,105,
,60.95%,11.43%,20.00%,5.71%,1.90%,0.00%,0.00%,,,,,,,,
,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2017,,,,,,,,,,
,,,,,,Professional Dentistry,,,,,,,,,
COLLEGE:,DENTISTRY,,,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF DENTISTRY,,,,,,,,,,,,,,
,,,,,,,,TOTAL,,,,,,,
SECTION,A,B+,B,C+,C,D,F,A - F,GPA,I,S,U,X,TOTAL,INSTRUCTOR
------------,-----,-----,-----,-----,-----,-----,-----,------,-----,---,---,---,---,------,------------
DDDS-7160-300,28,22,30,12,9,3,1,105,3.142,0,0,0,0,105,WRIGHT J
,26.67%,20.95%,28.57%,11.43%,8.57%,2.86%,0.95%,,,,,,,,
COURSE TOTAL:,28,22,30,12,9,3,1,105,3.142,0,0,0,0,105,
,26.67%,20.95%,28.57%,11.43%,8.57%,2.86%,0.95%,,,,,,,,
DDDS-7170-300,49,24,22,9,1,0,0,105,3.528,0,0,0,0,105,BENSON B
,46.67%,22.86%,20.95%,8.57%,0.95%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,49,24,22,9,1,0,0,105,3.528,0,0,0,0,105,
,46.67%,22.86%,20.95%,8.57%,0.95%,0.00%,0.00%,,,,,,,,
DDDS-7190-300,35,24,25,6,14,1,0,105,3.266,0,0,0,0,105,BUDINSKAYA O
,33.33%,22.86%,23.81%,5.71%,13.33%,0.95%,0.00%,,,,,,,,
COURSE TOTAL:,35,24,25,6,14,1,0,105,3.266,0,0,0,0,105,
,33.33%,22.86%,23.81%,5.71%,13.33%,0.95%,0.00%,,,,,,,,
DDDS-7210-300,48,21,25,7,3,1,0,105,3.476,0,0,0,0,105,TAYLOR R
,45.71%,20.00%,23.81%,6.67%,2.86%,0.95%,0.00%,,,,,,,,
COURSE TOTAL:,48,21,25,7,3,1,0,105,3.476,0,0,0,0,105,
,45.71%,20.00%,23.81%,6.67%,2.86%,0.95%,0.00%,,,,,,,,
DDDS-7214-300,59,20,18,3,1,0,0,101,3.658,4,0,0,0,105,TAYLOR R
,58.42%,19.80%,17.82%,2.97%,0.99%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,59,20,18,3,1,0,0,101,3.658,4,0,0,0,105,
,58.42%,19.80%,17.82%,2.97%,0.99%,0.00%,0.00%,,,,,,,,
DDDS-7230-300,23,25,39,8,8,2,0,105,3.185,0,0,0,0,105,GROGAN D
,21.90%,23.81%,37.14%,7.62%,7.62%,1.90%,0.00%,,,,,,,,
COURSE TOTAL:,23,25,39,8,8,2,0,105,3.185,0,0,0,0,105,
,21.90%,23.81%,37.14%,7.62%,7.62%,1.90%,0.00%,,,,,,,,
,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2017,,,,,,,,,,
,,,,,,Professional Dentistry,,,,,,,,,
COLLEGE:,DENTISTRY,,,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF DENTISTRY,,,,,,,,,,,,,,
,,,,,,,,TOTAL,,,,,,,
SECTION,A,B+,B,C+,C,D,F,A - F,GPA,I,S,U,X,TOTAL,INSTRUCTOR
------------,-----,-----,-----,-----,-----,-----,-----,------,-----,---,---,---,---,------,------------
DDDS-7250-300,15,44,37,6,3,0,0,105,3.295,0,0,0,0,105,MCWHORTER A
,14.29%,41.90%,35.24%,5.71%,2.86%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,15,44,37,6,3,0,0,105,3.295,0,0,0,0,105,
,14.29%,41.90%,35.24%,5.71%,2.86%,0.00%,0.00%,,,,,,,,
DDDS-7270-300,14,18,44,10,17,2,0,105,2.971,0,0,0,0,105,REGAN D
,13.33%,17.14%,41.90%,9.52%,16.19%,1.90%,0.00%,,,,,,,,
COURSE TOTAL:,14,18,44,10,17,2,0,105,2.971,0,0,0,0,105,
,13.33%,17.14%,41.90%,9.52%,16.19%,1.90%,0.00%,,,,,,,,
DDDS-7274-300,105,0,0,0,0,0,0,105,4,0,0,0,0,105,REGAN D
,100,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,105,0,0,0,0,0,0,105,4,0,0,0,0,105,
,100,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
DDDS-7290-300,81,11,9,3,0,1,0,105,3.79,0,0,0,0,105,OPPERMAN L
,77.14%,10.48%,8.57%,2.86%,0.00%,0.95%,0.00%,,,,,,,,
COURSE TOTAL:,81,11,9,3,0,1,0,105,3.79,0,0,0,0,105,
,77.14%,10.48%,8.57%,2.86%,0.00%,0.95%,0.00%,,,,,,,,
DDDS-7330-300,105,0,0,0,0,0,0,105,4,0,0,0,0,105,RANKIN K
,100,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,105,0,0,0,0,0,0,105,4,0,0,0,0,105,
,100,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
DDDS-7350-300,25,19,39,12,8,2,0,105,3.157,0,0,0,0,105,ZARTMAN R
,23.81%,18.10%,37.14%,11.43%,7.62%,1.90%,0.00%,,,,,,,,
COURSE TOTAL:,25,19,39,12,8,2,0,105,3.157,0,0,0,0,105,
,23.81%,18.10%,37.14%,11.43%,7.62%,1.90%,0.00%,,,,,,,,
,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2017,,,,,,,,,,
,,,,,,Professional Dentistry,,,,,,,,,
COLLEGE:,DENTISTRY,,,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF DENTISTRY,,,,,,,,,,,,,,
,,,,,,,,TOTAL,,,,,,,
SECTION,A,B+,B,C+,C,D,F,A - F,GPA,I,S,U,X,TOTAL,INSTRUCTOR
------------,-----,-----,-----,-----,-----,-----,-----,------,-----,---,---,---,---,------,------------
DDDS-7353-300,34,41,25,5,0,0,0,105,3.495,0,0,0,0,105,ZARTMAN R
,32.38%,39.05%,23.81%,4.76%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,34,41,25,5,0,0,0,105,3.495,0,0,0,0,105,
,32.38%,39.05%,23.81%,4.76%,0.00%,0.00%,0.00%,,,,,,,,
DDDS-8004-300,92,11,5,0,0,0,0,108,3.902,0,0,0,0,108,BITOUNI A
,85.19%,10.19%,4.63%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,92,11,5,0,0,0,0,108,3.902,0,0,0,0,108,
,85.19%,10.19%,4.63%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
DDDS-8034-300,74,7,18,5,2,2,0,108,3.638,0,0,0,0,108,GANNAWAY M
,68.52%,6.48%,16.67%,4.63%,1.85%,1.85%,0.00%,,,,,,,,
COURSE TOTAL:,74,7,18,5,2,2,0,108,3.638,0,0,0,0,108,
,68.52%,6.48%,16.67%,4.63%,1.85%,1.85%,0.00%,,,,,,,,
DDDS-8060-300,16,19,38,14,14,5,2,108,2.893,0,0,0,0,108,JALALI S
,14.81%,17.59%,35.19%,12.96%,12.96%,4.63%,1.85%,,,,,,,,
COURSE TOTAL:,16,19,38,14,14,5,2,108,2.893,0,0,0,0,108,
,14.81%,17.59%,35.19%,12.96%,12.96%,4.63%,1.85%,,,,,,,,
DDDS-8064-300,34,4,42,0,28,0,0,108,3.074,0,0,0,0,108,SCHWEITZER J
,31.48%,3.70%,38.89%,0.00%,25.93%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,34,4,42,0,28,0,0,108,3.074,0,0,0,0,108,
,31.48%,3.70%,38.89%,0.00%,25.93%,0.00%,0.00%,,,,,,,,
DDDS-8080-300,78,21,8,1,0,0,0,108,3.814,0,0,0,0,108,HUTSON B
,72.22%,19.44%,7.41%,0.93%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,78,21,8,1,0,0,0,108,3.814,0,0,0,0,108,
,72.22%,19.44%,7.41%,0.93%,0.00%,0.00%,0.00%,,,,,,,,
,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2017,,,,,,,,,,
,,,,,,Professional Dentistry,,,,,,,,,
COLLEGE:,DENTISTRY,,,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF DENTISTRY,,,,,,,,,,,,,,
,,,,,,,,TOTAL,,,,,,,
SECTION,A,B+,B,C+,C,D,F,A - F,GPA,I,S,U,X,TOTAL,INSTRUCTOR
------------,-----,-----,-----,-----,-----,-----,-----,------,-----,---,---,---,---,------,------------
DDDS-8084-300,70,12,6,1,7,12,0,108,3.412,0,0,0,0,108,HUTSON B
,64.81%,11.11%,5.56%,0.93%,6.48%,11.11%,0.00%,,,,,,,,
DDDS-8084-301,0,0,0,0,11,0,0,11,2,0,0,0,0,11,HUTSON B
,0.00%,0.00%,0.00%,0.00%,100,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,70,12,6,1,18,12,0,119,3.281,0,0,0,0,119,
,58.82%,10.08%,5.04%,0.84%,15.13%,10.08%,0.00%,,,,,,,,
DDDS-8140-300,28,30,44,0,6,0,0,108,3.342,0,0,0,0,108,VOINEA GRIFFIN A
,25.93%,27.78%,40.74%,0.00%,5.56%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,28,30,44,0,6,0,0,108,3.342,0,0,0,0,108,
,25.93%,27.78%,40.74%,0.00%,5.56%,0.00%,0.00%,,,,,,,,
DDDS-8160-300,105,2,1,0,0,0,0,108,3.981,0,0,0,0,108,GROGAN D
,97.22%,1.85%,0.93%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,105,2,1,0,0,0,0,108,3.981,0,0,0,0,108,
,97.22%,1.85%,0.93%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
DDDS-8180-300,35,32,31,6,3,1,0,108,3.398,0,0,0,0,108,KONTOGIORGOS D
,32.41%,29.63%,28.70%,5.56%,2.78%,0.93%,0.00%,,,,,,,,
COURSE TOTAL:,35,32,31,6,3,1,0,108,3.398,0,0,0,0,108,
,32.41%,29.63%,28.70%,5.56%,2.78%,0.93%,0.00%,,,,,,,,
DDDS-8200-300,72,18,17,1,0,0,0,108,3.745,0,0,0,0,108,PRATS L
,66.67%,16.67%,15.74%,0.93%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,72,18,17,1,0,0,0,108,3.745,0,0,0,0,108,
,66.67%,16.67%,15.74%,0.93%,0.00%,0.00%,0.00%,,,,,,,,
DDDS-8204-300,107,1,0,0,0,0,0,108,3.995,0,0,0,0,108,PRATS L
,99.07%,0.93%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2017,,,,,,,,,,
,,,,,,Professional Dentistry,,,,,,,,,
COLLEGE:,DENTISTRY,,,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF DENTISTRY,,,,,,,,,,,,,,
,,,,,,,,TOTAL,,,,,,,
SECTION,A,B+,B,C+,C,D,F,A - F,GPA,I,S,U,X,TOTAL,INSTRUCTOR
------------,-----,-----,-----,-----,-----,-----,-----,------,-----,---,---,---,---,------,------------
COURSE TOTAL:,107,1,0,0,0,0,0,108,3.995,0,0,0,0,108,
,99.07%,0.93%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
DDDS-8220-300,43,20,38,4,3,0,0,108,3.444,0,0,0,0,108,CRAMER G
,39.81%,18.52%,35.19%,3.70%,2.78%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,43,20,38,4,3,0,0,108,3.444,0,0,0,0,108,
,39.81%,18.52%,35.19%,3.70%,2.78%,0.00%,0.00%,,,,,,,,
DDDS-8224-300,1,9,49,19,16,1,13,108,2.435,0,0,0,0,108,BENINGER C
,0.93%,8.33%,45.37%,17.59%,14.81%,0.93%,12.04%,,,,,,,,
DDDS-8224-301,0,0,0,0,10,0,0,10,2,1,0,0,0,11,BENINGER C
,0.00%,0.00%,0.00%,0.00%,100,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,1,9,49,19,26,1,13,118,2.398,1,0,0,0,119,
,0.85%,7.63%,41.53%,16.10%,22.03%,0.85%,11.02%,,,,,,,,
DDDS-8240-300,21,15,43,7,17,5,0,108,2.981,0,0,0,0,108,GONZALEZ M
,19.44%,13.89%,39.81%,6.48%,15.74%,4.63%,0.00%,,,,,,,,
COURSE TOTAL:,21,15,43,7,17,5,0,108,2.981,0,0,0,0,108,
,19.44%,13.89%,39.81%,6.48%,15.74%,4.63%,0.00%,,,,,,,,
DDDS-8241-300,13,10,31,22,23,7,2,108,2.666,0,0,0,0,108,GONZALEZ M
,12.04%,9.26%,28.70%,20.37%,21.30%,6.48%,1.85%,,,,,,,,
COURSE TOTAL:,13,10,31,22,23,7,2,108,2.666,0,0,0,0,108,
,12.04%,9.26%,28.70%,20.37%,21.30%,6.48%,1.85%,,,,,,,,
DDDS-8264-300,63,17,19,7,2,0,0,108,3.611,0,0,0,0,108,KOFFORD K
,58.33%,15.74%,17.59%,6.48%,1.85%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,63,17,19,7,2,0,0,108,3.611,0,0,0,0,108,
,58.33%,15.74%,17.59%,6.48%,1.85%,0.00%,0.00%,,,,,,,,
,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2017,,,,,,,,,,
,,,,,,Professional Dentistry,,,,,,,,,
COLLEGE:,DENTISTRY,,,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF DENTISTRY,,,,,,,,,,,,,,
,,,,,,,,TOTAL,,,,,,,
SECTION,A,B+,B,C+,C,D,F,A - F,GPA,I,S,U,X,TOTAL,INSTRUCTOR
------------,-----,-----,-----,-----,-----,-----,-----,------,-----,---,---,---,---,------,------------
DDDS-8280-300,81,16,8,2,0,0,1,108,3.787,0,0,0,0,108,WRIGHT J
,75.00%,14.81%,7.41%,1.85%,0.00%,0.00%,0.93%,,,,,,,,
COURSE TOTAL:,81,16,8,2,0,0,1,108,3.787,0,0,0,0,108,
,75.00%,14.81%,7.41%,1.85%,0.00%,0.00%,0.93%,,,,,,,,
DDDS-8304-300,85,23,0,0,0,0,0,108,3.893,0,0,0,0,108,FLINT D
